McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
2,9,0,0,4.0,10,1779,500,1,10,50.0,3,0,3,0.6666666666666666,1,23630.0,1,4.666666666666667,10,0,2,277,0
2,9,0,0,8.0,13,4472,10,1,10,60.5,2,0,2,3.0,6,475.5,2,11.0,13,0,4,4452,0
1,4,0,0,5.0,5,854,0,0,5,24.0,1,0,1,0.0,0,373.0,1,5.0,5,0,1,854,0
1,3,0,0,3.0,4,2728,386,0,4,24.5,2,0,2,1.0,2,279.0,2,4.0,4,0,1,1955,0
1,3,0,0,4.0,4,4692,0,0,4,32.0,1,0,1,0.0,0,981.0,1,4.0,4,0,1,4692,0
1,4,0,0,2.3333333333333335,5,5079,315,0,5,45.666666666666664,3,0,3,0.6666666666666666,1,659.5,2,3.0,5,0,2,4132,0
2,3,0,0,5.0,5,4777,0,0,5,23.0,1,0,1,0.0,0,981.0,1,5.0,5,0,1,4777,0
6,27,0,0,8.666666666666666,11,451,52,0,25,78.0,3,0,3,0.3333333333333333,1,126.5,2,9.0,12,0,2,294,0
2,6,0,0,3.0,8,4525,946,1,7,66.33333333333333,3,0,3,0.6666666666666666,1,541.6666666666666,3,3.6666666666666665,8,0,2,1686,0
1,3,0,0,2.5,4,1750,0,0,4,49.0,2,0,1,0.5,1,816.0,1,3.0,4,0,1,1750,0
1,3,0,0,4.0,4,2569,0,0,4,29.0,1,0,1,0.0,0,1679.0,1,4.0,4,0,1,2569,0
1,3,0,0,2.5,4,1001,206,0,4,29.0,2,0,2,0.5,1,1840.0,1,3.0,4,0,1,589,0
2,8,0,0,9.0,9,2772,0,0,9,86.0,1,0,1,0.0,0,494.0,1,9.0,9,0,1,2772,0
1,3,0,0,4.0,4,994,0,0,4,132.0,1,0,1,0.0,0,94.0,1,4.0,4,0,1,994,0
1,3,0,0,4.0,4,431,0,0,4,18.0,1,0,1,0.0,0,1.0,1,4.0,4,0,1,431,0
3,10,0,0,11.0,13,796,107,1,12,60.0,2,0,2,5.0,10,181.5,2,16.0,19,0,2,582,0
1,3,0,0,3.0,4,1135,276,1,4,65.0,2,0,2,1.0,2,141.5,2,4.0,4,0,1,582,0
3,10,0,0,9.5,11,1135,276,0,11,36.0,2,0,2,4.0,8,159.5,2,13.5,16,0,2,582,0
1,3,0,0,14.333333333333334,25,1135,184,1,27,57.666666666666664,3,0,3,5.333333333333333,11,146.0,3,19.666666666666668,36,1,1,582,1
1,3,0,0,4.0,4,157,0,0,4,40.0,1,0,1,0.0,0,49.0,1,4.0,4,0,1,157,0
3,10,0,0,10.0,11,1135,276,1,11,65.0,2,0,2,4.5,9,141.5,2,14.5,18,0,1,582,0
1,9,0,0,9.0,10,1135,276,1,10,65.0,2,0,2,4.0,8,141.5,2,13.0,16,0,1,582,0
1,3,0,0,3.0,4,1135,276,1,4,65.0,2,0,2,1.0,2,141.5,2,4.0,4,0,1,582,0
1,3,0,0,3.0,4,1135,276,1,4,65.0,2,0,2,1.0,2,141.5,2,4.0,4,0,2,582,0
3,20,0,0,8.555555555555555,29,1133,87,1,29,46.111111111111114,9,0,9,5.333333333333333,6,439.6666666666667,3,13.88888888888889,29,0,2,342,0
5,28,0,0,8.88888888888889,30,1133,87,1,35,46.111111111111114,9,0,9,5.0,7,439.6666666666667,3,13.88888888888889,30,0,3,342,1
1,3,0,0,4.0,4,56,0,0,4,69.0,1,0,1,0.0,0,122.0,1,4.0,4,0,1,56,0
2,12,0,0,8.0,14,207,57,0,14,69.5,2,0,2,1.0,2,126.5,2,9.0,14,0,6,92,0
1,3,0,0,2.5,4,693,4,0,4,66.0,2,0,2,0.5,1,2112.0,1,3.0,4,0,1,684,0
1,3,0,0,3.0,5,773,258,0,5,77.0,2,0,2,0.5,1,219.0,2,3.5,5,1,2,256,0
1,3,0,0,2.0,4,1731,9,2,4,60.0,3,0,3,0.6666666666666666,1,3093.0,2,2.6666666666666665,4,0,2,1704,0
1,3,0,0,4.0,4,905,0,0,4,34.0,1,0,1,0.0,0,1074.0,1,4.0,4,0,1,905,0
5,21,0,0,19.0,36,2094,6,1,36,63.5,2,0,2,1.0,2,5097.0,1,20.0,36,0,2,2082,1
1,3,0,0,4.0,4,560,0,0,4,42.0,1,0,1,0.0,0,226.0,1,4.0,4,1,1,560,0
1,3,0,0,4.0,4,395,0,0,4,44.0,1,0,1,0.0,0,598.0,1,4.0,4,0,1,395,0
1,3,0,0,4.0,4,395,0,0,4,44.0,1,0,1,0.0,0,598.0,1,4.0,4,0,1,395,0
4,14,0,0,15.0,17,1754,284,0,16,46.666666666666664,3,0,3,9.666666666666666,15,689.0,3,24.666666666666668,29,0,1,900,0
1,5,0,0,6.0,6,204,0,0,6,38.0,1,0,1,0.0,0,1638.0,1,6.0,6,0,2,204,0
3,8,0,0,4.0,10,449,15,2,10,234.66666666666666,3,0,2,0.6666666666666666,1,656.3333333333334,3,4.666666666666667,10,2,3,403,0
1,3,0,0,2.3333333333333335,4,937,125,1,4,43.0,3,0,3,1.0,2,750.6666666666666,3,3.3333333333333335,4,1,1,560,0
2,3,0,0,4.0,7,475,84,1,4,40.5,2,0,2,2.0,4,116.5,2,6.0,7,0,2,307,0
8,13,0,0,10.0,14,1015,240,1,14,88.0,3,0,3,5.333333333333333,8,1638.0,1,15.333333333333334,16,2,1,293,0
2,10,0,0,11.0,11,339,0,0,11,58.0,1,0,1,0.0,0,146.0,1,11.0,11,0,1,339,0
1,4,0,0,3.5,5,494,81,0,5,43.0,2,0,2,1.0,2,712.0,2,4.5,5,1,2,332,0
1,3,0,0,1.5,2,1047,277,0,2,21.0,2,0,2,0.5,1,1758.0,1,2.0,2,1,1,492,0
1,3,0,0,2.0,2,1047,0,0,2,20.0,1,0,1,0.0,0,1758.0,1,2.0,2,0,1,1047,0
13,73,0,0,67.0,67,1640,0,1,67,52.0,1,0,1,0.0,0,76.0,1,67.0,67,0,1,1640,2
4,15,0,0,17.0,17,1177,0,0,17,53.0,1,0,1,0.0,0,522.0,1,17.0,17,0,1,1177,0
4,17,0,0,16.333333333333332,28,556,184,0,35,37.666666666666664,3,0,3,4.666666666666667,11,488.6666666666667,3,21.0,39,0,2,4,1
2,5,0,0,6.0,6,1177,0,0,6,40.0,1,0,1,0.0,0,522.0,1,6.0,6,0,1,1177,0
1,3,0,0,4.0,4,271,0,0,4,32.0,1,0,1,0.0,0,974.0,1,4.0,4,0,1,271,0
1,3,0,0,4.0,4,1178,0,0,4,40.0,1,0,1,0.0,0,522.0,1,4.0,4,0,2,1178,0
4,17,0,0,19.0,19,556,0,0,19,27.0,1,0,1,0.0,0,1127.0,1,19.0,19,0,1,556,0
5,20,0,0,16.0,25,2741,579,0,30,49.0,2,0,2,1.0,2,455.5,2,17.0,25,0,4,1582,1
1,3,0,0,4.0,4,76,0,0,4,52.0,1,0,1,0.0,0,105.0,1,4.0,4,0,2,76,0
1,3,0,0,4.0,4,1537,0,0,4,58.0,1,0,1,0.0,0,467.0,1,4.0,4,0,2,1537,0
1,3,0,0,4.0,4,505,0,0,4,55.0,1,0,1,0.0,0,369.0,1,4.0,4,0,1,505,0
3,10,0,0,11.0,11,787,0,0,11,109.0,1,0,1,0.0,0,29.0,1,11.0,11,0,1,787,0
1,6,0,0,7.0,7,48,0,1,7,47.0,1,0,1,0.0,0,15.0,1,7.0,7,0,1,48,0
1,4,0,0,8.428571428571429,27,1848,179,0,6,40.42857142857143,7,0,7,7.571428571428571,25,339.8,5,16.0,49,0,3,595,0
3,7,0,0,8.0,8,409,0,0,8,8.0,1,0,1,0.0,0,5.0,1,8.0,8,0,1,409,0
1,3,0,0,4.0,4,240,0,0,4,75.0,1,0,1,0.0,0,230.0,1,4.0,4,0,1,240,0
1,3,0,0,4.0,4,448,0,0,4,32.0,1,0,1,0.0,0,369.0,1,4.0,4,1,1,448,0
1,12,0,0,16.0,16,1007,0,0,16,14.0,1,0,1,0.0,0,99.0,1,16.0,16,0,1,1007,0
10,41,0,0,36.0,36,1007,0,0,36,14.0,1,0,1,0.0,0,99.0,1,36.0,36,0,4,1007,0
1,3,0,0,4.0,4,1362,0,0,4,61.0,1,0,1,0.0,0,125.0,1,4.0,4,0,2,1362,0
1,3,0,0,4.0,4,1362,0,0,4,61.0,1,0,1,0.0,0,125.0,1,4.0,4,0,1,1362,0
2,8,0,0,16.0,16,261,0,0,16,43.0,1,0,1,0.0,0,37.0,1,16.0,16,0,1,261,0
1,3,0,0,4.0,4,960,0,0,4,35.0,1,0,1,0.0,0,386.0,1,4.0,4,0,1,960,0
1,3,0,0,2.5,4,966,12,0,4,40.0,2,0,2,0.5,1,661.0,1,3.0,4,0,1,941,0
3,10,0,0,11.0,11,52,0,0,11,20.0,1,0,1,0.0,0,661.0,1,11.0,11,0,3,52,0
1,3,0,0,4.0,4,52,0,0,4,20.0,1,0,1,0.0,0,661.0,1,4.0,4,0,1,52,0
1,3,0,0,2.5,4,3533,995,0,4,37.0,2,0,2,0.5,1,793.0,1,3.0,4,0,1,1542,0
1,3,0,0,3.0,4,1135,276,1,4,65.0,2,0,2,1.0,2,141.5,2,4.0,4,0,1,582,0
1,3,0,0,2.75,8,3533,648,0,4,44.5,4,0,4,1.75,5,793.0,1,4.5,8,1,1,938,0
1,3,0,0,3.2,7,1417,275,0,10,38.0,5,0,4,1.2,2,2263.5,2,4.4,9,0,2,42,0
1,3,0,0,4.0,4,1519,0,0,4,30.0,1,0,1,0.0,0,1.0,1,4.0,4,0,1,1519,0
1,3,0,0,4.0,4,117,0,0,4,72.0,1,0,1,0.0,0,1112.0,1,4.0,4,0,1,117,0
1,3,0,0,4.0,4,2204,0,0,4,49.0,1,0,1,0.0,0,67.0,1,4.0,4,0,1,2204,0
1,4,0,0,5.0,5,306,0,0,5,28.0,1,0,1,0.0,0,2.0,1,5.0,5,0,1,306,0
2,7,0,0,8.0,8,2994,0,0,8,36.0,1,0,1,0.0,0,67.0,1,8.0,8,0,1,2994,0
4,12,0,0,12.0,12,2994,0,0,12,36.0,1,0,1,0.0,0,67.0,1,12.0,12,0,2,2994,0
3,13,0,0,3.75,11,853,147,1,13,48.25,4,0,4,0.5,1,2263.5,2,4.25,11,0,3,265,0
2,5,0,0,3.5,6,2651,42,0,6,34.5,2,0,2,0.5,1,67.0,1,4.0,6,0,1,2567,0
1,3,0,0,4.0,4,2463,0,0,4,99.0,1,0,1,0.0,0,67.0,1,4.0,4,0,2,2463,0
1,3,0,0,4.0,4,2003,0,0,4,48.0,1,0,1,0.0,0,67.0,1,4.0,4,0,1,2003,0
2,3,0,0,2.5,4,499,163,0,4,32.0,2,0,2,0.5,1,755.0,1,3.0,5,1,1,172,0
5,24,0,0,26.0,26,2933,0,0,26,44.0,1,0,1,0.0,0,38.0,1,26.0,26,0,1,2933,0
1,4,0,0,2.75,5,1717,48,0,5,45.5,4,0,4,1.5,3,788.0,1,4.25,6,0,1,1523,0
1,5,0,0,4.333333333333333,11,1422,94,4,6,30.5,6,0,5,3.3333333333333335,13,150.5,2,7.666666666666667,15,0,2,855,0
5,17,0,0,3.3076923076923075,13,1096,76,3,22,47.46153846153846,13,0,13,1.6153846153846154,3,72.75,4,4.923076923076923,15,1,15,100,0
1,4,0,0,5.0,5,531,0,0,5,27.0,1,0,1,0.0,0,6.0,1,5.0,5,0,1,531,0
2,8,0,0,9.0,9,337,0,0,9,72.0,1,0,1,0.0,0,246.0,1,9.0,9,1,2,337,0
1,3,0,0,4.0,4,531,0,0,4,27.0,1,0,1,0.0,0,6.0,1,4.0,4,0,1,531,0
1,4,0,0,5.0,5,963,0,0,5,48.0,1,0,1,0.0,0,236.0,1,5.0,5,1,1,963,0
1,3,0,0,4.0,4,833,0,0,4,95.0,1,0,1,0.0,0,1515.0,1,4.0,4,0,1,833,0
2,8,0,0,5.0,9,921,256,0,9,65.33333333333333,3,0,3,2.0,5,250.5,2,7.0,9,1,3,152,0
1,3,0,0,4.0,4,465,0,0,4,16.0,1,0,1,0.0,0,1644.0,1,4.0,4,0,1,465,0
1,3,0,0,4.0,4,83,0,0,4,29.0,1,0,1,0.0,0,3.0,1,4.0,4,0,1,83,0
1,3,0,0,4.0,4,69,0,0,4,24.0,1,0,1,0.0,0,13.0,1,4.0,4,0,1,69,0
1,3,0,0,4.0,4,1453,0,0,4,19.0,1,0,1,0.0,0,469.0,1,4.0,4,0,1,1453,0
1,3,0,0,2.375,8,583,44,0,10,47.25,8,0,8,1.125,2,54.0,3,3.5,10,0,3,226,0
1,3,0,0,4.0,4,913,0,0,4,68.0,1,0,1,0.0,0,1.0,1,4.0,4,0,2,913,0
1,3,0,0,4.0,4,389,0,0,4,133.0,1,0,1,0.0,0,44.0,1,4.0,4,0,2,389,0
2,6,0,0,7.0,7,26,0,0,7,68.0,1,0,1,0.0,0,2.0,1,7.0,7,0,3,26,0
6,32,0,0,49.0,49,702,0,0,49,87.0,1,0,1,0.0,0,1515.0,1,49.0,49,0,1,702,1
1,3,0,0,3.0,4,863,38,0,4,45.5,2,0,2,1.0,2,179.5,2,4.0,4,0,1,787,0
1,4,0,0,5.0,5,67,0,1,5,54.0,1,0,1,0.0,0,270.0,1,5.0,5,0,3,67,0
1,3,0,0,3.0,4,2225,183,0,4,35.0,2,0,2,1.0,2,118.5,2,4.0,4,1,2,1858,0
2,11,0,0,12.0,12,7,0,0,12,23.0,1,0,1,0.0,0,3.0,1,12.0,12,0,1,7,0
1,5,0,0,6.0,6,523,0,0,6,24.0,1,0,1,0.0,0,30.0,1,6.0,6,0,1,523,0
1,3,0,0,4.0,4,7,0,0,4,23.0,1,0,1,0.0,0,3.0,1,4.0,4,0,1,7,0
1,3,0,0,3.5,6,152,7,0,4,23.5,2,0,2,1.5,3,36.0,1,5.0,6,0,1,138,0
2,11,0,0,16.0,16,376,0,0,16,24.0,1,0,1,0.0,0,6.0,1,16.0,16,0,2,376,0
1,5,0,0,6.0,6,40,0,0,6,23.0,1,0,1,0.0,0,1.0,1,6.0,6,0,2,40,0
1,3,0,0,4.0,4,40,0,0,4,23.0,1,0,1,0.0,0,1.0,1,4.0,4,0,1,40,0
1,5,0,0,6.0,6,278,0,0,6,24.0,1,0,1,0.0,0,8.0,1,6.0,6,0,1,278,0
1,3,0,0,4.0,4,40,0,0,4,23.0,1,0,1,0.0,0,1.0,1,4.0,4,0,1,40,0
1,5,0,0,6.0,6,152,0,0,6,24.0,1,0,1,0.0,0,36.0,1,6.0,6,0,1,152,0
1,5,0,0,6.0,6,523,0,0,6,24.0,1,0,1,0.0,0,30.0,1,6.0,6,0,1,523,0
2,6,0,0,4.5,5,425,161,0,7,31.5,2,0,2,1.0,2,1456.0,2,5.5,6,1,2,103,0
4,19,0,0,13.333333333333334,34,418,51,0,25,24.0,3,0,3,5.0,14,6.666666666666667,3,18.333333333333332,34,0,4,264,0
5,32,0,0,43.5,79,152,42,0,84,23.5,2,0,2,1.5,3,36.0,1,45.0,79,0,19,68,2
1,3,0,0,4.0,4,969,0,0,4,34.0,1,0,1,0.0,0,2.0,1,4.0,4,0,1,969,0
1,3,0,0,2.5,4,465,216,0,4,33.0,2,0,2,0.5,1,938.5,2,3.0,4,0,2,33,0
1,4,0,0,3.5,6,969,431,0,6,38.5,2,0,2,0.5,1,732.0,2,4.0,6,0,2,106,0
1,4,0,0,5.0,5,261,0,1,5,84.0,1,0,1,0.0,0,1241.0,1,5.0,5,0,1,261,0
1,3,0,0,4.0,4,149,0,1,4,65.0,1,0,1,0.0,0,1241.0,1,4.0,4,0,1,149,0
2,6,0,0,2.2,4,872,140,0,7,58.2,5,0,4,0.8,1,1054.0,2,3.0,5,0,3,169,0
4,19,0,0,14.0,23,149,1,1,22,220.0,2,0,2,3.0,6,747.0,1,17.0,23,0,1,147,0
1,3,0,0,2.3333333333333335,4,352,40,1,5,33.0,6,0,6,1.5,2,690.5,4,3.8333333333333335,4,0,3,111,0
2,15,0,0,17.0,17,364,0,0,17,53.0,1,0,1,0.0,0,747.0,1,17.0,17,0,1,364,1
1,3,0,0,4.0,4,3254,0,0,4,111.0,1,0,1,0.0,0,3136.0,1,4.0,4,0,1,3254,0
2,11,0,0,4.666666666666667,12,4130,484,0,12,76.66666666666667,3,0,3,0.6666666666666666,1,1798.5,2,5.333333333333333,12,0,3,2678,0
1,3,0,0,4.0,4,3750,0,0,4,54.0,1,0,1,0.0,0,181.0,1,4.0,4,0,1,3750,0
1,3,0,0,4.0,4,892,0,0,4,27.0,1,0,1,0.0,0,628.0,1,4.0,4,0,1,892,0
2,7,0,0,7.0,8,621,158,0,8,23.0,2,0,2,3.0,6,87.0,1,10.0,12,0,1,304,0
1,6,0,0,7.0,7,2474,0,0,7,28.0,1,0,1,0.0,0,89.0,1,7.0,7,0,1,2474,0
1,4,0,0,5.0,5,2474,0,0,5,28.0,1,0,1,0.0,0,89.0,1,5.0,5,0,1,2474,0
1,5,0,0,6.0,6,2474,0,0,6,28.0,1,0,1,0.0,0,89.0,1,6.0,6,0,1,2474,0
2,7,0,0,8.5,13,376,56,0,12,24.0,2,0,2,2.5,5,7.0,2,11.0,13,0,2,264,0
5,32,0,0,80.0,80,19,0,0,80,23.0,1,0,1,0.0,0,3.0,1,80.0,80,0,19,19,2
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
1,3,0,0,4.0,4,241,0,0,4,27.0,1,0,1,0.0,0,25.0,1,4.0,4,0,1,241,0
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
1,3,0,0,2.5,4,1659,19,1,4,29.5,2,0,2,0.5,1,8443.0,1,3.0,4,0,2,1621,0
10,35,0,0,36.0,36,1082,0,0,36,21.0,1,0,1,0.0,0,28.0,1,36.0,36,0,3,1082,2
1,10,0,0,13.0,13,1082,0,0,13,21.0,1,0,1,0.0,0,28.0,1,13.0,13,0,1,1082,0
1,3,1,0,4.0,4,674,0,0,4,104.0,1,0,1,0.0,0,73.0,1,4.0,4,0,3,674,0
5,17,0,0,19.0,19,547,0,0,19,86.0,1,0,1,0.0,0,1035.0,1,19.0,19,0,6,547,0
1,3,0,0,2.0,2,632,0,0,2,20.0,1,0,1,0.0,0,97.0,1,2.0,2,0,1,632,0
1,3,0,0,4.0,4,3754,0,0,4,39.0,1,0,1,0.0,0,797.0,1,4.0,4,0,1,3754,0
2,6,0,0,7.0,7,154,0,0,7,35.0,1,0,1,0.0,0,61.0,1,7.0,7,0,2,154,0
1,3,0,0,4.0,4,632,0,0,4,20.0,1,0,1,0.0,0,97.0,1,4.0,4,0,1,632,0
4,12,0,0,16.0,16,286,0,0,16,77.0,1,0,1,0.0,0,127.0,1,16.0,16,0,1,286,0
1,3,0,0,4.0,4,1135,0,0,4,94.0,1,0,1,0.0,0,33.0,1,4.0,4,1,1,1135,0
1,3,0,0,4.0,4,632,0,0,4,20.0,1,0,1,0.0,0,97.0,1,4.0,4,0,1,632,0
1,3,0,0,4.0,4,667,0,0,4,73.0,1,0,1,0.0,0,57.0,1,4.0,4,0,1,667,0
1,6,0,0,7.0,7,45,0,0,7,38.0,1,0,1,0.0,0,856.0,1,7.0,7,0,1,45,0
1,3,0,0,4.0,4,1950,0,0,4,38.0,1,0,1,0.0,0,729.0,1,4.0,4,0,2,1950,0
1,3,0,0,2.3333333333333335,4,2199,638,0,4,64.33333333333333,3,0,3,1.0,2,458.5,2,3.3333333333333335,4,0,2,283,0
1,4,1,1,5.333333333333333,10,400,39,0,9,116.66666666666667,3,0,2,2.3333333333333335,6,1118.0,1,7.666666666666667,11,0,4,283,0
1,3,0,0,4.0,4,2916,0,0,4,18.0,1,0,1,0.0,0,442.0,1,4.0,4,0,2,2916,0
1,3,0,0,4.0,4,460,0,0,4,67.0,1,0,1,0.0,0,722.0,1,4.0,4,0,1,460,0
4,17,0,0,18.0,18,45,0,0,18,38.0,1,0,1,0.0,0,856.0,1,18.0,18,0,2,45,0
4,17,0,0,18.0,18,221,0,0,18,71.0,1,0,1,0.0,0,118.0,1,18.0,18,0,3,221,0
2,6,0,0,7.0,7,23,0,0,7,69.0,1,0,1,0.0,0,1466.0,1,7.0,7,0,1,23,0
1,3,0,0,4.0,4,1626,0,0,4,88.0,1,0,1,0.0,0,747.0,1,4.0,4,0,2,1626,0
1,7,0,0,4.5,8,1185,451,0,8,27.0,2,0,2,0.5,1,113.0,2,5.0,8,0,2,282,0
2,7,0,0,5.0,8,4,0,0,8,192.0,2,0,1,1.0,2,2812.0,1,6.0,8,0,1,4,0
1,3,0,0,4.0,4,2284,0,0,4,123.0,1,0,1,0.0,0,4917.0,1,4.0,4,0,2,2284,0
1,3,0,0,4.5,8,402,0,0,4,67.0,2,0,1,2.5,5,4917.0,1,7.0,8,0,1,402,0
1,4,0,0,5.0,5,276,0,0,5,19.0,1,0,1,0.0,0,4917.0,1,5.0,5,0,1,276,0
1,12,0,0,16.0,16,1008,0,0,16,21.0,1,0,1,0.0,0,161.0,1,16.0,16,0,1,1008,0
1,3,0,0,4.0,4,568,0,1,4,39.0,1,0,1,0.0,0,737.0,1,4.0,4,0,1,568,0
1,4,0,0,5.0,5,1254,0,0,5,92.0,1,0,1,0.0,0,2150.0,1,5.0,5,0,1,1254,0
1,2,0,0,3.0,3,1301,0,0,3,53.0,1,0,1,0.0,0,130.0,1,3.0,3,0,1,1301,0
1,3,0,0,4.0,4,634,0,1,4,49.0,1,0,1,0.0,0,4917.0,1,4.0,4,0,2,634,0
2,11,0,0,12.0,12,1861,0,0,12,54.0,1,0,1,0.0,0,312.0,1,12.0,12,0,1,1861,0
1,5,1,0,6.0,6,998,0,1,6,53.0,1,0,1,0.0,0,111.0,1,6.0,6,0,3,998,0
1,3,0,0,4.0,4,23,0,0,4,52.0,1,0,1,0.0,0,319.0,1,4.0,4,0,2,23,0
6,21,0,0,22.0,22,1703,0,0,22,59.0,1,0,1,0.0,0,132.0,1,22.0,22,1,1,1703,0
1,5,1,0,6.0,6,1381,0,0,6,22.0,1,0,1,0.0,0,111.0,1,6.0,6,0,2,1381,0
1,4,0,0,5.0,5,1818,0,0,5,10.0,1,0,1,0.0,0,52.0,1,5.0,5,0,1,1818,0
1,3,0,0,5.0,5,1802,0,0,5,46.0,1,0,1,0.0,0,228.0,1,5.0,5,0,2,1802,0
4,16,0,0,17.0,17,103,0,0,17,93.0,1,0,1,0.0,0,5.0,1,17.0,17,0,2,103,0
2,9,0,0,11.0,11,1370,0,0,11,38.0,1,0,1,0.0,0,4354.0,1,11.0,11,0,2,1370,0
1,3,0,0,2.0,4,4454,606,1,4,43.5,4,0,4,1.0,2,265.3333333333333,3,3.0,4,0,2,2029,0
26,73,0,0,17.428571428571427,106,3337,315,1,113,80.57142857142857,7,0,7,1.2857142857142858,4,9140.0,1,18.714285714285715,106,0,7,1129,2
1,3,0,0,4.0,4,1639,0,0,4,60.0,1,0,1,0.0,0,9140.0,1,4.0,4,0,1,1639,0
1,6,0,0,7.0,7,1043,0,0,7,37.0,1,0,1,0.0,0,122.0,1,7.0,7,0,4,1043,0
1,3,0,0,4.0,4,4391,0,1,4,70.0,1,0,1,0.0,0,2674.0,1,4.0,4,0,1,4391,0
4,12,0,0,13.0,13,4081,0,0,13,251.0,1,0,1,0.0,0,2674.0,1,13.0,13,0,3,4081,0
1,3,0,0,4.0,4,3778,0,0,4,147.0,1,0,1,0.0,0,2674.0,1,4.0,4,0,1,3778,0
1,5,0,0,7.0,7,1818,0,0,7,10.0,1,0,1,0.0,0,52.0,1,7.0,7,0,1,1818,0
1,9,0,0,10.0,10,4391,0,1,10,70.0,1,0,1,0.0,0,2674.0,1,10.0,10,0,1,4391,0
2,3,0,0,3.0,5,549,92,0,5,10.0,2,0,2,0.5,1,817.0,1,3.5,5,0,2,365,0
1,3,0,0,4.0,4,574,0,0,4,19.0,1,0,1,0.0,0,9.0,1,4.0,4,0,1,574,0
1,5,0,0,6.0,6,902,0,0,6,54.0,1,0,1,0.0,0,1944.0,1,6.0,6,0,1,902,0
2,7,0,0,8.0,8,2767,0,1,8,134.0,1,0,1,0.0,0,888.0,1,8.0,8,0,1,2767,0
1,5,0,0,2.6666666666666665,6,834,247,0,6,59.666666666666664,3,0,3,0.6666666666666666,1,77.0,3,3.3333333333333335,6,1,3,91,0
1,3,0,0,4.0,4,265,0,0,4,43.0,1,0,1,0.0,0,206.0,1,4.0,4,0,1,265,0
1,11,0,0,12.0,12,265,0,0,12,43.0,1,0,1,0.0,0,206.0,1,12.0,12,0,1,265,0
1,3,0,0,4.0,4,927,0,0,4,14.0,1,0,1,0.0,0,42.0,1,4.0,4,0,1,927,0
1,4,0,0,6.0,6,779,0,0,6,44.0,1,0,1,0.0,0,191.0,1,6.0,6,0,1,779,0
1,3,0,0,4.0,4,1039,0,0,4,43.0,1,0,1,0.0,0,3323.0,1,4.0,4,0,1,1039,0
2,8,0,0,3.0,10,1137,145,0,10,43.857142857142854,7,0,6,1.5714285714285714,4,3323.0,1,4.571428571428571,10,0,1,117,0
1,3,0,0,4.0,4,1244,0,0,4,37.0,1,0,1,0.0,0,227.0,1,4.0,4,0,1,1244,0
4,18,0,0,19.0,19,415,0,0,19,38.0,1,0,1,0.0,0,146.0,1,19.0,19,0,1,415,0
1,3,0,0,4.0,4,578,0,0,4,75.0,1,0,1,0.0,0,3257.0,1,4.0,4,0,2,578,0
1,3,0,0,4.0,4,1093,0,0,4,35.0,1,0,1,0.0,0,1340.0,1,4.0,4,0,2,1093,0
1,3,0,0,3.0,4,1137,5,0,4,40.0,2,0,2,1.0,2,3323.0,1,4.0,4,0,1,1127,0
3,8,0,0,9.0,9,832,0,0,9,49.0,1,0,1,0.0,0,3323.0,1,9.0,9,0,2,832,0
4,11,0,0,7.0,13,1030,105,0,13,78.5,2,0,2,0.5,1,9140.0,1,7.5,13,0,2,820,0
1,9,0,0,16.0,16,9,0,0,16,67.0,1,0,1,0.0,0,122.0,1,16.0,16,0,2,9,0
1,3,0,0,4.0,4,420,0,0,4,36.0,1,0,1,0.0,0,964.0,1,4.0,4,0,1,420,0
1,3,0,0,4.0,4,3,0,0,4,41.0,1,0,1,0.0,0,964.0,1,4.0,4,0,1,3,0
2,8,0,0,3.6666666666666665,9,463,90,0,9,46.333333333333336,3,0,3,0.6666666666666666,1,582.0,3,4.333333333333333,9,0,5,193,0
1,3,0,0,4.0,4,1361,0,0,4,43.0,1,0,1,0.0,0,433.0,1,4.0,4,0,2,1361,0
1,3,0,0,4.0,4,829,0,0,4,77.0,1,0,1,0.0,0,119.0,1,4.0,4,1,1,829,0
2,7,0,0,8.0,8,441,0,0,8,46.0,1,0,1,0.0,0,780.0,1,8.0,8,0,1,441,0
1,6,0,0,7.0,7,724,0,0,7,64.0,1,0,1,0.0,0,180.0,1,7.0,7,0,1,724,0
