SampleId,SampleType,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable
8008599,METHOD,1,3,0,0
8932995,METHOD,3,19,0,0
7156185,METHOD,2,7,0,0
8322298,METHOD,1,3,0,0
3993481,METHOD,1,3,0,0
5950764,METHOD,3,28,1,0
3913986,METHOD,1,3,0,0
7628568,METHOD,4,14,0,0
7783504,CONSTRUCTOR,1,4,0,0
8031777,METHOD,1,3,0,0
5657118,METHOD,1,3,0,0
6666668,CONSTRUCTOR,1,2,0,0
4837876,METHOD,1,3,0,0
8100520,METHOD,1,3,0,0
6975479,METHOD,1,4,0,0
4452266,CONSTRUCTOR,1,3,0,0
3735879,METHOD,1,3,0,0
8334605,METHOD,1,12,0,0
6967137,METHOD,3,11,0,0
6981479,METHOD,1,3,0,0
3844294,METHOD,1,4,0,0
5473580,METHOD,4,25,0,0
9023034,METHOD,7,32,0,0
6048776,METHOD,1,3,0,0
7009433,METHOD,1,3,0,0
5832184,METHOD,5,14,0,0
6746974,METHOD,1,3,0,0
5321469,METHOD,2,7,0,0
4212572,METHOD,1,3,0,0
7070559,METHOD,1,3,0,0
8382642,METHOD,6,21,0,0
5416350,METHOD,1,33,0,0
6935551,METHOD,1,6,0,0
6795278,METHOD,1,3,0,0
4595799,METHOD,1,3,0,0
6296681,METHOD,1,3,0,0
9251958,METHOD,2,6,0,0
6913795,METHOD,1,3,0,0
4266432,METHOD,1,3,0,0
8615362,METHOD,3,10,0,0
4175236,METHOD,6,16,0,0
7323707,METHOD,3,9,0,0
7810086,METHOD,2,6,0,0
6444284,METHOD,3,18,0,0
7495599,METHOD,1,3,0,0
4944991,CONSTRUCTOR,1,3,0,0
6844792,METHOD,5,46,0,0
5414837,CONSTRUCTOR,1,3,0,0
8420313,METHOD,1,3,0,0
4140914,METHOD,1,3,0,0
4532155,METHOD,8,30,0,0
7674694,METHOD,1,4,0,0
6577272,METHOD,6,27,0,0
5934742,METHOD,1,3,0,0
7792449,METHOD,1,4,0,0
4541855,CONSTRUCTOR,1,3,0,0
9248421,METHOD,1,3,0,0
5020389,METHOD,1,3,0,0
8452328,CONSTRUCTOR,1,3,0,0
8180004,METHOD,1,3,0,0
7699101,METHOD,1,4,0,0
7746730,METHOD,1,3,0,0
8783754,METHOD,1,3,0,0
7785366,METHOD,1,4,0,0
5396847,METHOD,1,3,0,0
6658892,METHOD,1,3,0,0
4479936,METHOD,1,3,0,0
7095948,METHOD,2,20,0,0
6694346,METHOD,1,3,0,0
4783162,METHOD,1,3,0,0
7358328,METHOD,1,13,0,0
4830091,METHOD,1,4,0,0
7097449,METHOD,1,3,0,0
7879764,METHOD,4,14,0,0
7475455,METHOD,2,9,0,0
3974746,METHOD,5,13,0,0
8914575,METHOD,1,3,0,0
3931329,METHOD,2,7,0,0
7255045,METHOD,1,3,0,0
4003482,METHOD,6,9,0,0
5748379,METHOD,4,17,0,0
4350115,METHOD,1,6,0,0
6904479,METHOD,11,45,0,0
4476433,METHOD,1,3,0,0
6117995,METHOD,1,3,0,0
5328591,METHOD,1,3,0,0
9502340,METHOD,2,8,0,0
6062576,METHOD,3,12,0,0
9516021,METHOD,5,25,0,0
6973553,METHOD,1,4,0,0
7674551,METHOD,1,2,0,0
4265826,METHOD,1,3,0,0
4188059,CONSTRUCTOR,1,3,0,0
6446899,METHOD,2,9,0,0
4700005,METHOD,1,4,0,0
3717549,METHOD,1,3,0,0
4310755,METHOD,6,24,0,0
5305545,METHOD,1,3,0,0
5732162,METHOD,1,3,0,0
7313745,METHOD,1,3,0,0
6824306,METHOD,3,18,0,0
7385102,METHOD,3,12,0,0
9249537,METHOD,1,3,0,0
6629031,METHOD,2,5,0,0
8593029,METHOD,1,3,0,0
3873345,METHOD,3,8,0,0
9224432,METHOD,1,3,0,0
8350294,METHOD,1,3,0,0
8039539,METHOD,1,3,0,0
8601288,METHOD,4,12,0,0
5106994,METHOD,2,7,0,0
8264635,METHOD,1,3,0,0
4302252,METHOD,1,3,0,0
4327219,METHOD,1,3,0,0
7944714,METHOD,4,29,0,0
5333354,METHOD,1,3,0,0
6923161,METHOD,3,3,0,0
7501278,CONSTRUCTOR,1,4,0,0
4395308,METHOD,1,6,0,0
7391660,METHOD,1,3,2,0
3743029,METHOD,1,3,0,0
7492767,METHOD,9,88,5,1
7234731,METHOD,1,3,0,0
5761917,METHOD,2,6,0,0
8225151,METHOD,1,3,0,0
5460082,METHOD,1,4,0,0
5107955,METHOD,2,3,0,0
7533998,METHOD,3,8,0,0
5470089,METHOD,8,52,2,0
9352823,METHOD,1,3,0,0
8979235,CONSTRUCTOR,1,3,0,0
8404033,METHOD,1,3,0,0
5693079,METHOD,2,7,0,0
6536222,METHOD,1,7,0,0
8151239,METHOD,2,7,0,0
5418030,METHOD,1,3,0,0
7962366,METHOD,5,28,0,0
3858217,METHOD,1,3,0,0
6765637,METHOD,1,5,0,0
8097613,METHOD,2,22,0,0
7107337,METHOD,5,13,0,0
9296213,METHOD,1,5,0,0
7969819,METHOD,1,4,0,0
8007538,METHOD,2,11,0,0
8314886,METHOD,3,9,0,0
8866735,METHOD,4,17,0,0
6613457,METHOD,1,26,6,0
3724040,METHOD,2,6,0,0
5180986,CONSTRUCTOR,1,10,0,0
4453471,METHOD,4,16,0,0
8560556,METHOD,15,76,0,0
4322779,METHOD,1,3,0,0
4737230,METHOD,4,15,0,0
7002844,METHOD,1,6,0,0
5705708,METHOD,3,9,0,0
5601781,METHOD,1,3,0,0
4927730,CONSTRUCTOR,1,5,0,0
7291517,METHOD,11,38,0,0
5102890,METHOD,3,15,0,0
3831179,METHOD,5,14,0,0
9532191,METHOD,1,3,0,0
7909952,METHOD,1,6,0,0
9004407,METHOD,4,20,0,0
7835135,METHOD,13,34,0,0
7158488,METHOD,2,8,0,0
5141485,METHOD,7,22,0,0
9290877,METHOD,6,17,0,0
8008638,METHOD,2,7,0,0
4139640,METHOD,4,17,0,0
5176784,METHOD,9,32,0,0
9474336,METHOD,1,4,0,0
7542297,CONSTRUCTOR,7,27,0,0
6637469,METHOD,4,12,0,0
3796407,METHOD,5,26,0,0
5173084,METHOD,3,7,0,0
6257330,METHOD,2,6,0,0
4688226,METHOD,1,5,0,0
4445309,METHOD,3,7,0,0
8029682,METHOD,12,38,0,0
7593524,METHOD,4,13,0,0
8566692,METHOD,1,10,0,0
7002266,METHOD,1,6,0,0
5712776,METHOD,25,98,0,0
8934300,METHOD,6,35,0,0
5580164,METHOD,1,3,0,0
7957449,METHOD,16,59,0,0
7592195,METHOD,1,3,0,0
4083880,METHOD,1,9,0,0
7379790,METHOD,5,17,1,0
7954017,METHOD,1,5,0,0
9142325,METHOD,6,20,0,0
4318095,METHOD,2,6,0,0
6764592,METHOD,1,3,0,0
8141607,METHOD,3,11,0,0
5768802,METHOD,2,7,0,0
4068177,METHOD,3,18,0,0
5942839,METHOD,7,20,0,0
5534322,CONSTRUCTOR,1,9,0,0
4969461,METHOD,3,8,0,0
5242909,METHOD,2,6,0,0
4032154,METHOD,2,10,0,0
4911266,METHOD,2,12,0,0
8948928,METHOD,7,18,0,0
4447157,METHOD,9,27,0,0
8413074,METHOD,3,11,0,2
4247131,METHOD,1,3,0,0
9503296,METHOD,2,9,1,0
8978350,METHOD,4,20,0,0
7225000,METHOD,2,5,0,0
7451069,METHOD,3,9,0,0
5684516,METHOD,3,9,0,0
9230800,METHOD,3,7,0,0
7659358,METHOD,2,6,0,0
5759451,METHOD,2,10,0,0
5907756,METHOD,7,27,0,0
4534287,METHOD,1,3,0,0
7857792,METHOD,3,18,0,0
6610964,METHOD,1,12,0,0
6854314,METHOD,2,3,0,0
9173375,METHOD,6,17,0,0
4439983,METHOD,3,11,0,0
5843392,CONSTRUCTOR,2,3,0,0
8254484,METHOD,6,25,0,0
4426916,METHOD,1,4,0,0
4169148,METHOD,3,14,0,0
7621803,METHOD,5,13,0,0
7306229,METHOD,2,8,0,0
7581323,METHOD,1,5,0,0
8148121,METHOD,7,31,0,0
4665134,METHOD,4,18,0,0
5768014,METHOD,1,5,0,0
7520782,METHOD,2,6,0,0
6014861,METHOD,1,3,1,0
5784280,CONSTRUCTOR,1,5,0,0
4214385,METHOD,1,4,0,0
9523258,METHOD,1,4,0,0
3963415,METHOD,1,3,0,0
9147019,METHOD,2,6,0,0
4144475,METHOD,3,12,0,0
5487652,METHOD,1,3,0,0
5311043,METHOD,5,29,0,0
7077563,METHOD,3,12,0,0
6721230,METHOD,2,6,0,0
5882133,CONSTRUCTOR,1,6,0,0
5164745,METHOD,7,24,0,0
4549169,METHOD,18,85,0,0
8953503,METHOD,1,3,0,0
7710744,METHOD,1,7,0,0
7117242,CONSTRUCTOR,5,22,0,0
6961928,METHOD,2,7,0,0
8917324,METHOD,7,40,0,0
4887547,METHOD,5,18,0,0
7896708,METHOD,1,3,0,0
8567234,METHOD,2,5,0,0
6458427,METHOD,3,12,0,0
9342880,METHOD,1,5,0,0
5241829,METHOD,1,3,0,0
8961619,METHOD,2,14,0,0
6454619,METHOD,2,5,0,0
7349010,METHOD,2,9,0,0
7141052,METHOD,4,16,0,0
5775855,METHOD,1,5,0,0
3725378,METHOD,3,17,0,0
4297095,METHOD,2,18,0,0
4357598,METHOD,2,12,0,0
6857899,METHOD,1,35,0,0
4316776,METHOD,1,5,0,0
8939140,METHOD,2,5,0,0
3775458,METHOD,2,6,0,0
6462019,METHOD,1,13,0,0
4455712,METHOD,4,17,0,0
6530288,CONSTRUCTOR,1,8,0,0
8230505,METHOD,1,5,0,0
8067020,METHOD,1,5,0,0
6024615,METHOD,1,5,0,0
6999266,METHOD,3,16,0,0
5469798,METHOD,4,21,0,0
5818834,METHOD,1,3,0,0
6889571,METHOD,3,11,0,0
4897642,METHOD,1,3,0,0
9170572,METHOD,4,14,0,0
7386739,METHOD,1,5,0,3
9007287,METHOD,4,14,0,0
9192024,METHOD,2,6,0,0
7287653,METHOD,4,18,0,0
5903677,METHOD,2,7,0,0
5782140,METHOD,2,5,0,0
6016685,METHOD,4,12,0,0
8203593,METHOD,2,14,0,0
5782292,METHOD,2,7,0,0
6847017,METHOD,2,51,0,0
4028364,METHOD,7,44,0,0
7610926,METHOD,2,7,0,0
5127922,METHOD,8,23,0,0
4856596,METHOD,6,21,0,0
4821096,METHOD,2,11,0,0
7638064,METHOD,3,13,0,0
3801914,METHOD,2,8,0,0
7236664,METHOD,5,22,0,0
6290471,METHOD,1,4,0,0
4745033,METHOD,2,7,0,0
5559770,METHOD,3,10,0,0
5375248,METHOD,1,3,0,0
3794102,METHOD,1,5,0,0
6514981,METHOD,1,4,0,0
6925834,METHOD,2,7,0,0
6310221,METHOD,1,22,0,0
8599703,METHOD,1,3,0,0
6873573,METHOD,7,30,1,0
5402098,METHOD,8,41,0,0
4527162,METHOD,1,3,0,0
7337150,METHOD,1,17,0,0
4005583,METHOD,6,19,0,0
6315350,METHOD,3,14,0,0
4550371,METHOD,2,5,0,0
8766133,METHOD,7,25,0,0
8102140,METHOD,2,19,0,0
7496080,METHOD,1,4,1,0
3998684,METHOD,7,19,0,0
6291892,METHOD,3,9,0,0
4875906,METHOD,1,4,0,0
7558115,METHOD,1,3,0,0
5516822,METHOD,2,10,0,0
9150816,METHOD,1,22,0,0
5508642,METHOD,1,3,0,0
4217571,METHOD,2,7,0,0
7467151,METHOD,5,21,0,0
5774985,METHOD,1,3,0,0
4364314,METHOD,2,6,0,0
5235274,CONSTRUCTOR,2,8,0,0
4432223,METHOD,3,9,0,0
4257893,METHOD,5,21,0,0
4847006,CONSTRUCTOR,3,20,0,0
5723559,METHOD,2,11,1,0
9414619,METHOD,2,19,0,0
4188990,METHOD,2,6,0,0
5749626,METHOD,4,15,0,0
9449118,METHOD,1,5,0,0
9413571,METHOD,6,22,0,0
9187819,METHOD,2,5,0,0
7131047,METHOD,4,13,0,0
4006002,METHOD,2,6,0,0
4475154,METHOD,3,8,0,0
8971411,METHOD,1,25,0,0
6933417,METHOD,1,4,0,0
5075026,METHOD,1,3,0,0
3864226,METHOD,4,13,0,0
7560859,METHOD,2,6,0,0
5953028,METHOD,2,7,0,0
3722097,METHOD,5,25,0,0
7580470,METHOD,5,20,0,0
9542718,METHOD,1,4,0,0
4059491,METHOD,2,8,0,0
4687004,METHOD,1,4,0,0
5762348,METHOD,3,16,0,1
6610938,METHOD,1,12,0,0
8960720,METHOD,2,5,0,0
4816749,METHOD,1,5,0,0
8038797,METHOD,2,17,0,0
6240859,METHOD,1,3,0,0
7034516,METHOD,1,7,0,0
8271243,METHOD,2,19,0,0
6904320,METHOD,1,9,0,0
4309297,METHOD,1,3,0,0
8777301,METHOD,4,7,0,0
6734039,METHOD,1,4,0,0
7094545,METHOD,2,7,0,0
7842685,METHOD,4,11,0,0
7775896,METHOD,2,5,0,0
4975742,METHOD,1,5,0,0
6233999,METHOD,3,11,0,0
4276865,METHOD,4,16,0,0
8293792,METHOD,2,9,0,0
8246323,METHOD,3,10,0,0
5843574,METHOD,2,5,0,0
8295253,METHOD,2,8,0,0
6052388,METHOD,3,22,0,0
9446238,METHOD,2,8,0,0
5991696,METHOD,2,5,0,0
6943892,METHOD,1,8,0,0
6471245,CONSTRUCTOR,2,7,0,0
4737119,METHOD,3,10,0,0
5226222,METHOD,4,23,0,0
5671828,METHOD,12,56,0,0
5464749,METHOD,4,12,0,0
5883695,METHOD,1,6,0,0
6970865,METHOD,1,3,0,0
3817294,METHOD,2,8,0,0
6094004,METHOD,3,18,0,0
7301073,CONSTRUCTOR,1,5,0,0
9206273,METHOD,2,3,0,0
7222257,METHOD,2,7,0,0
5319003,METHOD,1,3,0,0
6537106,METHOD,2,6,0,0
5340257,METHOD,5,18,0,0
6078132,METHOD,1,3,0,0
4352708,CONSTRUCTOR,4,23,0,0
7697841,METHOD,15,70,0,0
5150385,METHOD,1,4,0,0
4470846,METHOD,5,19,0,0
6630204,METHOD,7,19,0,0
7770031,METHOD,1,5,0,0
4402431,METHOD,2,15,0,0
7584763,METHOD,2,7,0,0
4734250,METHOD,3,9,0,0
4465426,METHOD,3,9,0,0
4527035,CONSTRUCTOR,1,5,0,0
6119512,METHOD,1,3,0,0
4960036,METHOD,1,4,0,0
7518556,METHOD,2,6,0,0
8967998,METHOD,2,7,0,0
5005330,METHOD,3,18,0,0
7094260,METHOD,2,7,0,0
4756088,METHOD,4,17,0,0
6128483,METHOD,1,3,0,0
7645267,METHOD,8,25,0,0
5070999,METHOD,3,12,0,0
5737047,METHOD,2,9,0,0
4572409,METHOD,2,7,0,0
5698693,CONSTRUCTOR,1,5,0,0
4906479,METHOD,7,24,0,0
7102262,METHOD,11,56,0,0
7399310,METHOD,2,7,0,0
9127614,METHOD,1,3,0,0
7413911,METHOD,3,10,0,0
7403028,METHOD,2,7,0,0
8857568,METHOD,4,16,0,0
8240678,METHOD,2,9,0,0
7231995,METHOD,1,3,0,0
8959710,METHOD,2,10,0,0
5642265,METHOD,3,9,0,0
4222354,METHOD,1,6,3,0
7580167,METHOD,1,5,0,0
6953316,METHOD,2,8,0,0
5638052,METHOD,1,8,0,0
9539712,METHOD,1,6,0,0
5124033,METHOD,4,10,0,0
6318697,METHOD,1,17,0,0
7268054,METHOD,2,14,0,0
7115420,METHOD,2,6,0,0
8548537,METHOD,1,3,0,0
4237161,METHOD,2,8,0,0
6289735,METHOD,2,5,0,0
9119349,METHOD,3,15,0,0
6432034,METHOD,1,4,0,0
7982015,METHOD,1,9,0,0
3804285,METHOD,3,10,0,0
4132083,CONSTRUCTOR,1,4,0,0
4753103,METHOD,1,3,0,0
4693914,METHOD,2,6,0,0
5243521,METHOD,1,37,0,0
7355243,METHOD,5,26,0,0
5355489,METHOD,9,42,0,0
5602164,METHOD,1,31,0,0
5470714,METHOD,2,4,0,0
9471363,CONSTRUCTOR,4,15,0,0
7563653,METHOD,1,3,0,0
7602224,METHOD,3,14,0,0
4980296,METHOD,2,3,0,0
3922349,METHOD,8,38,0,0
4022541,METHOD,4,16,0,0
7306360,METHOD,2,8,0,0
9532758,METHOD,1,5,0,0
4546223,METHOD,2,8,0,0
7255679,METHOD,6,21,0,0
8154696,METHOD,2,7,0,0
5655899,METHOD,2,8,0,0
6281757,METHOD,6,15,0,0
4745800,METHOD,2,5,0,0
3808598,METHOD,2,8,0,0
8443434,METHOD,3,12,0,0
9409891,METHOD,1,7,0,0
5760043,METHOD,3,7,0,0
3924473,METHOD,1,5,0,0
5091269,METHOD,1,6,0,0
4486552,METHOD,3,9,0,0
8219824,METHOD,1,12,0,0
7727842,METHOD,3,13,0,0
4772031,METHOD,2,4,0,0
4568919,METHOD,6,36,0,0
3782985,METHOD,4,15,0,0
8348990,METHOD,8,42,0,0
8182379,METHOD,1,9,0,0
4571455,METHOD,7,24,0,0
6034374,METHOD,2,9,0,0
7291569,METHOD,2,11,0,0
8909910,METHOD,1,4,0,0
5280072,METHOD,2,5,0,0
4671530,METHOD,1,3,0,0
4634029,METHOD,2,7,0,0
7533683,METHOD,2,6,0,0
9329773,CONSTRUCTOR,3,16,0,1
7759298,METHOD,1,3,0,0
9018110,METHOD,6,27,0,0
7792077,METHOD,4,12,0,0
5647618,METHOD,3,8,0,0
8675011,METHOD,1,8,0,0
5374635,METHOD,2,8,0,0
9484429,METHOD,1,11,0,0
7808358,METHOD,1,6,0,0
6871109,METHOD,7,32,0,0
7546490,METHOD,4,14,0,0
4413679,METHOD,2,10,0,0
7850192,METHOD,33,117,0,0
4338632,METHOD,1,3,0,0
8895014,METHOD,2,6,0,0
8051978,METHOD,3,18,0,0
4434538,METHOD,1,3,0,0
6248023,METHOD,1,5,0,1
6228656,METHOD,1,6,0,0
4258444,METHOD,1,4,0,0
9405775,METHOD,1,6,0,0
4315157,METHOD,1,3,0,0
7881040,METHOD,1,6,0,0
9009111,METHOD,2,18,0,0
7092657,METHOD,7,39,0,0
7568142,METHOD,1,4,0,0
5738914,METHOD,3,17,0,0
9115400,METHOD,2,8,0,0
7698738,METHOD,2,7,0,0
6465751,METHOD,3,13,0,0
9197046,METHOD,5,14,0,0
6431594,METHOD,1,4,0,0
5591314,METHOD,2,17,0,0
4627996,METHOD,1,6,0,0
7875037,METHOD,8,40,0,0
8949635,METHOD,2,5,0,0
5871338,METHOD,1,6,0,0
8636574,METHOD,5,20,0,0
5627395,METHOD,1,3,0,0
5690795,METHOD,2,6,0,0
6125015,METHOD,1,3,0,0
5066014,CONSTRUCTOR,2,8,0,0
8574638,METHOD,2,11,0,0
4496060,METHOD,8,20,0,0
4586123,METHOD,3,9,0,0
4679336,METHOD,15,38,0,0
6323354,METHOD,5,31,0,0
3819885,METHOD,3,9,0,0
3975605,METHOD,2,7,0,0
4535026,CONSTRUCTOR,1,41,0,0
4933194,METHOD,2,9,0,0
9022124,METHOD,6,16,0,0
4044091,METHOD,2,10,0,0
7746473,METHOD,1,3,0,0
7436139,METHOD,1,10,0,0
8510687,METHOD,3,11,0,0
4705856,METHOD,3,10,0,0
5490526,METHOD,1,3,0,0
4184807,METHOD,1,3,0,0
4319422,METHOD,3,10,0,0
7432284,METHOD,12,29,0,0
6640747,METHOD,2,5,0,0
4634991,METHOD,1,7,0,0
8937277,METHOD,3,11,0,0
3961246,METHOD,2,3,0,0
7622719,METHOD,6,20,0,0
3701394,METHOD,3,7,0,0
8123359,METHOD,5,44,0,0
8292656,METHOD,1,5,0,0
3738168,METHOD,4,50,0,0
6989848,METHOD,1,5,1,3
7581965,METHOD,10,37,0,0
5437592,METHOD,1,3,0,0
8432933,CONSTRUCTOR,2,6,0,0
4591956,METHOD,4,14,0,0
6989671,METHOD,1,3,0,0
9108325,METHOD,2,8,0,0
8819009,METHOD,1,5,0,0
6537386,METHOD,1,4,1,0
9121712,CONSTRUCTOR,1,13,0,0
8580507,METHOD,1,5,0,0
7949921,METHOD,11,53,0,0
5661062,CONSTRUCTOR,6,24,0,0
4315829,METHOD,6,24,0,0
5608439,METHOD,2,14,0,0
7959714,METHOD,1,5,0,0
7792356,METHOD,1,3,0,0
5045944,METHOD,1,5,0,0
8548892,METHOD,9,39,0,0
8118314,METHOD,1,4,0,0
6835472,METHOD,2,7,0,0
5616304,METHOD,4,15,0,0
6306509,METHOD,6,17,0,0
7706698,CONSTRUCTOR,1,5,0,0
4364662,METHOD,1,3,0,0
8845205,METHOD,2,6,0,0
7495736,METHOD,1,5,0,0
7294676,METHOD,3,8,0,0
3828619,METHOD,4,17,0,0
8833156,METHOD,2,5,0,0
7232869,CONSTRUCTOR,1,8,0,0
7172860,METHOD,2,5,0,0
5456950,METHOD,1,3,0,0
7905552,METHOD,3,24,1,0
5310114,METHOD,11,67,0,0
4417149,METHOD,1,7,0,0
7787736,METHOD,2,6,0,0
4440109,METHOD,1,5,0,0
4246529,METHOD,3,12,0,0
6971634,METHOD,1,3,0,0
4162084,METHOD,1,12,0,0
3824920,METHOD,2,8,0,0
8968711,METHOD,2,8,0,0
3727277,METHOD,2,7,0,0
3945316,METHOD,3,10,0,0
5445165,METHOD,2,10,0,0
5250124,METHOD,6,18,0,0
4437678,CONSTRUCTOR,1,3,0,0
9158643,METHOD,5,28,0,0
3834247,METHOD,5,24,0,0
7320330,CONSTRUCTOR,1,7,0,0
5450135,METHOD,4,12,0,0
4651628,METHOD,2,9,0,0
5456180,METHOD,3,8,0,0
4583764,METHOD,6,18,0,0
6957824,METHOD,1,4,0,0
8934244,METHOD,4,12,0,0
5184123,METHOD,2,9,0,0
7228404,METHOD,1,5,5,0
7108794,METHOD,3,14,0,0
5763217,METHOD,3,13,0,0
7732540,METHOD,1,3,0,0
6773572,METHOD,2,12,0,0
9293709,METHOD,7,16,0,0
6615560,METHOD,2,11,0,0
9290971,METHOD,8,27,0,0
5220844,METHOD,1,3,0,0
5510584,METHOD,5,14,0,0
6057624,METHOD,1,3,0,0
8954733,METHOD,1,7,4,0
4553401,METHOD,1,7,0,0
6782933,METHOD,2,20,0,0
6914478,CONSTRUCTOR,1,6,0,0
4755469,METHOD,2,8,0,0
7842162,METHOD,1,7,3,0
6877863,METHOD,4,10,0,0
5767507,METHOD,1,8,0,0
4151853,METHOD,1,3,0,0
7144792,CONSTRUCTOR,1,6,0,0
7195523,METHOD,1,5,0,0
6303431,METHOD,1,3,0,0
4574673,METHOD,3,8,0,0
4318037,METHOD,2,10,0,0
3812099,METHOD,10,31,0,0
5207888,METHOD,2,15,0,0
5485720,METHOD,1,3,0,0
8636644,METHOD,19,66,0,0
9301230,CONSTRUCTOR,8,42,0,0
4445017,METHOD,3,14,0,0
5423009,CONSTRUCTOR,7,36,0,0
4426200,METHOD,6,30,1,0
4098093,METHOD,2,7,0,0
8898055,METHOD,1,4,0,0
8082183,METHOD,5,24,0,0
7332512,METHOD,2,7,0,0
8526436,METHOD,7,23,0,0
7267070,METHOD,3,6,0,0
8650167,METHOD,3,11,0,0
4448520,METHOD,3,17,0,0
7995724,METHOD,6,11,0,0
3983972,METHOD,1,3,0,0
5780746,METHOD,1,6,0,0
9403827,METHOD,2,8,0,0
8697369,CONSTRUCTOR,1,5,0,0
4051372,METHOD,2,7,0,0
5480114,METHOD,9,31,0,0
5593437,METHOD,3,45,0,0
7196750,METHOD,1,5,0,0
6875532,METHOD,2,8,0,0
5283018,METHOD,1,3,0,0
4514232,METHOD,15,65,0,0
5573449,METHOD,10,81,0,0
8033367,METHOD,6,36,0,0
8163123,METHOD,2,11,0,0
5426714,METHOD,1,3,0,0
5040675,METHOD,2,4,0,0
3897308,METHOD,3,9,0,0
8791597,METHOD,9,47,0,0
4501314,CONSTRUCTOR,1,5,0,0
8051170,METHOD,3,10,0,0
6453968,METHOD,2,6,0,0
6431696,METHOD,1,3,0,0
6462072,METHOD,1,12,0,0
8812297,METHOD,3,9,0,0
6174003,METHOD,2,7,0,0
8728404,METHOD,2,5,0,0
9258251,METHOD,2,6,0,0
9466197,METHOD,2,6,0,0
8984803,METHOD,2,6,0,0
7245995,METHOD,2,16,0,0
7108130,METHOD,11,46,0,0
7445434,CONSTRUCTOR,1,5,0,0
7388482,METHOD,2,9,0,0
6757343,METHOD,1,4,0,0
9528887,METHOD,1,4,0,0
6265027,METHOD,2,31,0,0
9516656,METHOD,3,8,0,0
9506706,METHOD,4,11,0,0
3919373,METHOD,2,5,0,0
4242529,METHOD,1,8,0,0
5111196,METHOD,4,13,0,0
6888470,CONSTRUCTOR,2,6,0,0
6579581,METHOD,1,3,0,0
6946489,METHOD,1,12,0,0
4933953,METHOD,11,44,0,0
9255886,METHOD,1,15,0,0
7870683,METHOD,10,51,0,0
8001801,METHOD,2,14,0,0
5488746,METHOD,2,9,0,0
9517356,METHOD,2,15,0,0
4023846,METHOD,8,29,0,0
6190494,METHOD,4,34,0,0
5145744,METHOD,2,7,0,0
9122985,METHOD,3,6,0,0
8309635,METHOD,1,6,0,0
9131375,METHOD,1,8,0,0
7207869,METHOD,1,5,0,0
5625637,METHOD,1,3,0,0
5093717,METHOD,1,6,0,0
7197234,METHOD,1,5,0,0
4959879,METHOD,5,22,0,0
3770892,METHOD,1,6,0,0
8920121,METHOD,9,40,0,0
5123754,METHOD,3,8,0,0
4132362,METHOD,1,7,0,0
5785684,METHOD,1,3,0,0
7009087,CONSTRUCTOR,2,6,0,0
6846111,METHOD,1,4,0,0
5437215,METHOD,3,12,0,0
5793952,METHOD,5,19,0,0
4288257,METHOD,2,7,0,0
5389735,METHOD,3,10,0,0
4089742,METHOD,2,11,0,0
8573637,METHOD,3,13,0,0
7161584,METHOD,6,26,1,0
8763437,METHOD,5,3,0,0
6108350,METHOD,1,3,0,0
9396435,METHOD,2,10,0,0
6994091,METHOD,4,15,0,0
5102180,METHOD,3,24,0,0
5235970,METHOD,3,8,0,0
3803712,METHOD,1,7,0,0
5117164,METHOD,10,34,0,0
6600350,METHOD,1,16,0,0
5014423,CONSTRUCTOR,6,19,0,0
6637982,METHOD,1,4,0,0
5338990,METHOD,9,65,0,0
4758737,METHOD,1,4,0,0
7504433,METHOD,1,4,0,0
9173266,METHOD,3,10,0,0
8991538,METHOD,3,16,0,0
8085059,METHOD,7,35,0,0
8579511,METHOD,1,4,0,0
9126156,METHOD,2,6,0,0
4106696,CONSTRUCTOR,1,6,0,0
7325700,METHOD,1,5,0,0
5959185,METHOD,2,8,0,0
8785814,METHOD,6,25,0,0
5497076,METHOD,18,91,0,0
7400506,METHOD,2,10,0,0
5361443,METHOD,4,14,0,0
6455346,METHOD,5,16,0,0
6964408,METHOD,1,5,0,0
7379441,CONSTRUCTOR,1,7,0,0
3829184,METHOD,1,5,0,0
5449838,METHOD,1,3,0,0
5717998,METHOD,10,23,0,0
5982466,METHOD,17,56,0,0
7277838,METHOD,1,4,0,0
4843205,METHOD,4,9,0,0
8779700,METHOD,2,6,0,0
6479689,METHOD,2,17,0,0
8537914,METHOD,3,18,0,0
4865255,METHOD,6,17,0,0
4666091,CONSTRUCTOR,1,5,0,0
4566202,METHOD,8,44,0,0
6536158,METHOD,4,15,0,0
8615469,CONSTRUCTOR,1,5,0,0
4932611,METHOD,1,6,0,0
5314620,METHOD,3,17,0,0
3843851,METHOD,1,6,0,0
8660303,METHOD,1,8,0,0
5801932,METHOD,2,23,0,0
9390001,METHOD,2,7,0,0
7581956,METHOD,3,10,0,0
7056882,METHOD,8,34,0,0
5542756,METHOD,3,11,0,0
5625012,METHOD,7,30,0,0
7795065,METHOD,2,6,0,0
7997206,METHOD,3,15,0,0
4735672,METHOD,3,8,0,0
8845708,METHOD,2,8,0,0
4564618,METHOD,1,6,0,0
5409414,METHOD,1,3,0,0
3785309,METHOD,1,6,0,0
4055848,METHOD,5,11,0,0
7045316,METHOD,6,28,0,0
4849361,METHOD,7,27,0,0
8244590,METHOD,2,8,0,0
