id,McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,MaxNumberOfAddedLines,CodeChurn,NumberOfRevisions,MeanAuthorCommits,MaxNumberOfModifiedLines,Severity
562,1,7,1,0,5,5,1,87.0,5,0
563,1,3,0,0,4,4,1,5296.0,4,0
564,2,5,0,0,6,6,1,2265.0,6,0
565,4,17,0,0,22,22,1,6647.0,22,0
566,3,21,0,0,35,35,1,1236.0,35,1
567,2,6,0,0,7,7,1,87.0,7,0
568,20,100,0,0,146,147,2,3457.0,233,3
569,1,3,0,0,4,4,1,3634.0,4,0
570,1,3,0,0,5,4,2,6647.0,5,0
571,12,42,0,0,48,49,3,4565.0,48,2
572,1,3,0,0,4,4,1,241.0,4,0
573,1,4,0,0,5,5,1,166.0,5,0
574,1,3,0,0,4,4,1,859.0,4,0
575,1,3,0,0,4,4,2,2678.0,4,0
576,1,3,0,0,4,4,1,946.0,4,0
577,1,3,0,0,4,4,1,1448.0,4,0
578,1,3,0,0,4,4,1,1303.0,4,0
579,1,3,0,0,4,4,1,1299.0,4,0
580,1,3,0,0,4,4,1,1299.0,4,0
581,3,14,0,0,19,19,2,995.0,19,0
582,10,38,0,0,54,54,2,995.0,54,2
583,2,7,0,0,8,8,1,6.0,8,0
584,1,3,0,0,4,4,2,427.0,4,0
585,1,3,0,0,4,4,1,411.0,4,0
586,2,7,0,0,8,8,1,427.0,8,0
587,1,3,0,0,6,5,2,1344.5,6,0
588,1,4,0,0,5,5,1,308.0,5,0
589,2,8,0,0,9,9,2,259.0,9,0
590,1,5,0,0,6,7,11,142.55555555555554,6,0
591,3,12,0,0,13,13,1,793.0,13,0
592,1,3,0,0,4,4,2,251.5,4,0
593,1,3,0,0,4,4,1,17.0,4,0
594,4,10,0,0,9,10,2,1448.0,9,0
595,3,11,0,0,14,12,4,213.33333333333331,14,0
596,2,7,0,0,8,8,1,5.0,8,0
597,1,6,0,0,7,7,1,19.0,7,0
598,3,15,0,0,16,16,2,465.5,16,0
599,1,3,0,0,4,4,1,236.0,4,0
600,6,17,0,0,18,19,3,382.0,18,0
601,1,3,0,0,4,4,1,308.0,4,0
602,1,3,0,0,4,4,1,167.0,4,0
603,3,9,0,0,12,12,2,36.0,18,0
604,1,3,0,0,4,4,1,33.0,4,0
605,2,7,0,0,8,8,1,362.0,8,0
606,2,8,0,0,9,9,1,4261.0,9,0
607,1,3,0,0,4,4,1,4261.0,4,0
608,1,3,0,0,5,5,2,1060.0,5,0
609,2,10,0,0,19,17,7,472.25,26,0
610,1,3,0,0,4,4,1,1060.0,4,0
611,1,3,0,0,4,4,2,1888.5,4,0
612,1,3,0,0,5,5,1,252.0,5,0
613,1,3,0,0,4,4,1,419.0,4,0
614,1,3,0,0,4,4,1,32.0,4,0
615,1,3,0,0,4,4,2,158.0,4,0
616,3,4,0,0,5,7,2,1305.5,5,0
617,2,6,0,0,11,12,3,78.66666666666667,11,0
618,1,3,0,0,4,4,6,445.6,4,0
619,8,23,0,0,30,27,4,232.0,30,1
620,1,3,0,0,4,4,2,341.5,4,0
621,1,3,0,0,15,16,3,1240.0,15,0
622,3,10,0,0,11,11,1,146.0,11,0
623,1,3,0,0,4,4,2,434.0,4,0
624,1,3,0,0,4,4,1,586.0,4,0
625,5,16,0,0,17,17,1,434.0,17,0
626,1,4,0,0,5,5,1,586.0,5,0
627,1,3,0,0,4,4,1,62.0,4,0
628,2,10,0,0,11,11,1,434.0,11,0
629,2,6,0,0,7,7,1,146.0,7,0
630,1,3,0,0,4,4,1,586.0,4,0
631,1,3,0,0,4,4,1,5173.0,4,0
632,1,3,0,0,4,4,1,5173.0,4,0
633,1,3,0,0,4,4,2,2126.0,4,0
634,2,5,0,0,8,6,2,5173.0,8,0
635,1,38,0,0,45,45,1,579.0,45,0
636,1,3,0,0,4,4,1,72.0,4,0
637,3,10,0,0,11,11,2,46.0,11,0
638,1,4,0,0,7,7,2,9.0,7,0
639,1,3,0,0,4,4,1,54.0,4,0
640,1,6,0,0,7,7,2,70.0,7,0
641,1,3,0,0,4,4,1,388.0,4,0
642,1,4,0,0,5,5,1,5.0,5,0
643,1,3,0,0,5,5,1,388.0,5,0
644,3,14,0,0,18,18,3,40.333333333333336,18,0
645,1,3,0,0,4,4,1,179.0,4,0
646,18,61,0,0,65,65,1,314.0,65,2
647,3,17,0,0,18,18,1,404.0,18,0
648,12,54,0,0,68,70,3,158.33333333333334,68,2
649,1,3,0,0,4,4,1,25.0,4,0
650,2,10,0,0,27,27,2,404.0,32,0
651,1,3,0,0,4,4,1,260.0,4,0
652,4,18,0,0,24,24,1,150.0,24,0
653,2,8,0,0,11,11,1,614.0,11,0
654,2,5,0,0,6,6,1,142.0,6,0
655,1,2,0,0,2,2,1,40.0,2,0
656,1,3,0,0,4,4,1,59.0,4,0
657,4,23,0,0,27,27,1,23.0,27,1
658,1,3,0,0,8,11,3,84.0,8,0
659,1,3,0,0,5,5,2,1372.5,5,0
660,1,3,0,0,4,4,1,7030.0,4,0
661,1,3,0,0,11,4,3,1134.0,12,0
662,1,3,0,0,4,4,1,155.0,4,0
663,2,3,0,0,4,4,1,28.0,4,0
664,2,7,0,0,8,8,1,340.0,8,0
665,1,3,0,0,4,4,1,2.0,4,0
666,1,3,0,0,4,4,1,5783.0,4,0
667,2,6,0,0,7,7,1,5097.0,7,0
668,6,26,1,1,35,27,8,271.2857142857143,45,1
669,1,4,0,1,5,5,1,1118.0,5,0
670,1,3,0,0,4,4,1,1626.0,4,0
671,1,3,0,0,4,4,1,933.0,4,0
672,1,3,0,0,4,4,2,365.5,4,0
673,2,8,0,0,9,9,1,585.0,9,0
674,1,3,0,0,4,4,1,1300.0,4,0
675,2,6,0,0,8,7,3,1657.3333333333333,8,0
676,1,3,0,0,4,4,1,295.0,4,0
677,1,3,0,0,4,4,1,271.0,4,0
678,4,14,0,0,15,15,1,160.0,15,0
679,1,3,0,0,4,4,1,33.0,4,0
680,3,14,0,0,15,15,2,5267.5,15,0
681,1,3,0,0,4,4,1,3829.0,4,0
682,1,3,0,0,4,4,1,1718.0,4,0
683,1,3,0,0,7,4,2,6505.0,7,0
684,2,3,0,0,4,4,1,67.0,4,0
685,1,3,0,0,4,5,6,885.6666666666666,6,0
686,1,3,0,0,4,4,1,161.0,4,0
687,1,5,0,0,9,6,3,898.6666666666666,9,0
688,1,3,0,0,4,4,1,1459.0,4,0
689,1,3,0,0,4,4,1,44.0,4,0
690,1,3,0,0,4,4,1,216.0,4,0
691,1,4,0,0,5,5,1,61.0,5,0
692,1,3,0,0,4,4,1,6.0,4,0
693,7,37,0,0,50,50,1,276.0,50,0
694,1,3,0,0,5,5,1,614.0,5,0
695,10,31,0,0,39,38,8,406.0,71,1
696,1,3,0,0,4,4,1,888.0,4,0
697,1,3,0,0,4,4,1,109.0,4,0
698,1,3,0,0,4,4,1,1097.0,4,0
699,1,3,0,0,4,4,1,1236.0,4,0
700,1,3,0,0,4,4,1,233.0,4,0
701,3,10,0,0,7,11,6,979.5,9,0
702,1,3,0,0,4,4,1,5990.0,4,0
703,2,3,0,0,6,6,1,164.0,6,0
704,5,15,0,0,15,18,2,91.0,17,0
705,3,24,0,0,27,28,2,22.0,27,0
706,1,3,0,0,4,4,2,188.5,4,0
707,4,12,0,0,13,13,1,1242.0,13,0
708,1,3,0,0,4,4,1,1274.0,4,0
709,1,3,0,0,18,15,2,3829.0,27,0
710,1,9,3,0,9,14,8,779.3333333333334,9,0
711,1,3,0,0,4,4,1,22.0,4,0
712,17,68,0,0,56,71,2,3829.0,56,2
713,1,3,0,0,4,4,1,3829.0,4,0
714,1,3,0,0,4,4,1,640.0,4,0
715,1,3,0,0,4,4,1,193.0,4,0
716,1,3,0,0,4,4,1,107.0,4,0
717,1,3,0,0,4,4,1,14.0,4,0
718,3,13,0,0,14,14,1,30.0,14,0
719,2,9,0,0,10,10,1,5990.0,10,0
720,4,18,0,0,19,19,1,1112.0,19,0
721,1,3,0,0,4,4,1,2598.0,4,0
722,3,11,0,0,30,11,9,1345.0,50,0
723,4,11,0,0,12,12,2,1489.5,12,0
724,4,14,0,0,16,16,1,8.0,16,0
725,2,18,0,0,26,26,2,107.0,26,0
726,2,13,0,0,16,16,1,196.0,16,0
727,1,3,0,0,4,4,1,799.0,4,0
728,3,10,0,0,16,16,1,2142.0,16,0
729,4,13,0,0,14,14,2,656.0,14,0
730,1,5,0,0,5,6,3,2093.0,5,0
731,1,3,0,0,4,4,2,1819.0,4,0
732,1,12,0,0,16,16,1,161.0,16,0
733,1,3,0,0,4,4,1,5.0,4,0
734,1,3,0,0,4,4,1,3829.0,4,0
735,1,3,0,0,5,5,1,707.0,5,0
736,1,5,0,0,15,15,1,3.0,15,0
737,1,5,0,0,6,6,1,4681.0,6,0
738,1,3,0,0,4,4,1,3872.0,4,0
739,1,3,0,0,4,5,4,1186.6666666666667,4,0
740,1,3,0,0,4,4,1,37.0,4,0
741,1,5,0,0,6,6,1,3829.0,6,0
742,1,3,0,0,4,4,1,1758.0,4,0
743,3,12,0,0,13,13,1,65.0,13,0
744,1,3,0,0,4,4,2,4892.0,4,0
745,5,9,0,0,10,11,2,91.0,10,1
746,1,3,0,0,4,4,1,87.0,4,0
747,4,12,0,0,13,13,1,33.0,13,0
748,1,3,0,0,4,4,1,2135.0,4,0
749,1,3,0,0,4,4,1,515.0,4,0
750,2,6,0,0,7,7,1,1280.0,7,0
751,1,2,0,0,2,2,1,267.0,2,0
752,2,6,0,0,7,7,1,60.0,7,0
753,1,3,0,0,9,7,2,5173.0,9,0
754,1,3,0,0,4,4,1,192.0,4,0
755,1,3,0,0,4,4,1,960.0,4,0
756,1,3,0,0,4,4,3,4001.5,4,0
757,1,3,0,0,4,4,1,443.0,4,0
758,1,3,0,0,4,4,1,366.0,4,0
759,1,6,0,0,7,7,1,61.0,7,0
760,1,3,0,0,4,4,1,3.0,4,0
761,2,5,0,0,6,6,1,258.0,6,0
762,2,5,0,0,7,7,3,1150.6666666666667,10,0
763,1,6,0,0,7,7,1,4892.0,7,0
764,1,3,0,0,4,4,1,155.0,4,0
765,1,4,0,0,5,5,2,159.5,5,0
766,1,6,0,0,8,8,2,1009.0,8,0
767,2,13,0,0,19,19,2,29.5,19,0
768,1,3,1,0,4,4,2,1030.0,4,0
769,2,3,0,0,4,4,1,3829.0,4,0
770,1,3,0,0,4,4,1,133.0,4,0
771,1,3,0,0,4,4,1,138.0,4,0
772,5,13,0,0,14,14,2,1701.0,14,0
773,1,3,0,0,6,6,2,939.0,6,0
774,3,14,0,0,14,15,4,3829.0,14,0
775,1,4,0,0,7,7,1,231.0,7,0
776,1,5,0,0,6,6,1,2368.0,6,0
777,1,3,0,0,4,4,1,582.0,4,0
778,4,11,0,0,5,12,6,661.0,6,0
779,17,61,0,0,77,77,1,184.0,77,3
780,1,3,0,0,4,4,1,7553.0,4,0
781,1,8,0,0,14,16,2,207.5,25,0
782,1,3,0,0,4,4,1,146.0,4,0
783,1,3,0,0,4,4,1,1048.0,4,0
784,1,3,0,0,4,4,1,51.0,4,0
785,2,7,0,0,8,8,1,23630.0,8,0
786,2,6,0,0,7,7,1,981.0,7,0
787,1,3,0,0,5,5,1,444.0,5,0
788,1,3,0,0,4,4,2,12.0,4,0
789,1,3,0,0,4,4,1,4020.0,4,0
790,1,3,0,0,3,4,3,4892.0,4,0
791,1,6,0,0,10,10,1,3474.0,10,0
792,1,3,0,0,4,4,1,193.0,4,0
793,4,20,0,0,24,21,3,201.5,32,0
794,1,3,0,0,4,4,1,793.0,4,0
795,1,3,0,0,4,4,2,1448.0,4,0
796,1,3,0,0,4,4,1,1377.0,4,0
797,4,14,0,0,16,17,3,2002.0,16,0
798,1,3,0,0,4,4,2,76.5,4,0
799,1,3,0,0,4,4,1,80.0,4,0
800,1,3,0,0,4,4,1,48.0,4,0
801,1,3,0,0,4,4,1,28.0,4,0
802,4,23,0,0,27,27,1,99.0,27,0
803,2,4,0,0,5,5,1,312.0,5,0
804,2,8,0,0,9,9,1,1758.0,9,0
805,5,15,0,0,17,17,1,598.0,17,0
806,1,24,0,0,13,27,5,6091.0,21,0
807,1,4,0,0,5,5,2,268.5,5,0
808,3,10,0,1,21,19,9,409.25,21,0
809,1,7,0,0,9,9,2,3290.0,9,0
810,2,6,0,0,7,7,1,240.0,7,0
811,1,3,0,0,4,4,1,19.0,4,0
812,1,3,0,0,4,4,1,588.0,4,0
813,1,12,0,0,16,16,1,107.0,16,0
814,13,37,0,0,70,62,8,236.0,79,1
815,1,3,0,0,4,4,1,178.0,4,0
816,1,3,0,0,4,4,1,5699.0,4,0
817,5,12,0,0,9,13,3,1637.0,10,0
818,12,46,0,0,43,43,1,713.0,43,1
819,2,16,0,0,15,17,2,665.0,15,0
820,2,21,0,0,31,24,3,132.0,31,0
821,4,11,0,0,12,12,3,2682.5,20,0
822,1,3,0,0,5,5,2,367.5,6,0
823,2,27,0,0,24,25,3,1428.0,24,0
824,1,3,0,0,4,4,2,641.5,4,0
825,1,3,0,0,4,4,1,1340.0,4,0
826,6,53,0,0,39,61,6,593.8,52,2
827,1,3,0,0,4,4,1,1.0,4,0
828,3,11,0,0,17,17,1,2058.0,17,0
829,1,3,0,0,4,4,1,8.0,4,0
830,8,35,0,0,40,40,1,622.0,40,1
831,10,33,0,0,34,34,3,197.0,34,2
832,1,3,0,0,4,4,1,793.0,4,0
833,1,6,0,0,10,10,2,518.5,10,0
834,1,3,0,0,4,4,1,277.0,4,0
835,17,75,0,0,140,140,1,82.0,140,3
836,5,17,0,0,19,19,5,950.75,19,0
837,1,4,0,0,5,5,1,338.0,5,0
838,1,5,0,0,7,7,1,28.0,7,0
839,1,3,0,0,4,4,2,819.0,4,0
840,1,4,0,0,5,5,1,61.0,5,0
841,1,3,0,0,4,4,1,20.0,4,0
842,1,3,0,0,4,4,2,3601.0,4,0
843,8,37,0,0,44,40,4,150.5,44,2
844,1,3,0,0,8,4,2,64.0,8,0
845,3,11,0,0,12,12,1,1758.0,12,0
846,1,3,0,0,4,4,3,566.0,4,0
847,1,3,0,0,4,4,1,47.0,4,0
848,1,2,0,0,3,3,1,67.0,3,0
849,9,37,0,0,50,50,2,397.0,50,1
850,1,4,0,0,5,5,1,61.0,5,0
851,1,3,0,0,4,4,1,239.0,4,0
852,3,9,0,0,13,13,1,2933.0,13,0
853,1,4,0,0,5,5,1,91.0,5,0
854,1,9,0,0,10,10,1,149.0,10,0
855,1,3,0,0,4,4,1,22.0,4,0
856,1,3,0,0,4,4,1,2853.0,4,0
857,1,3,0,0,4,4,1,42.0,4,0
858,1,3,0,0,4,4,1,5097.0,4,0
859,1,4,1,0,9,10,6,1018.2,13,0
860,1,3,0,0,4,4,1,128.0,4,0
861,3,7,0,0,10,10,1,1127.0,10,0
862,1,3,0,0,4,4,1,26.0,4,0
863,1,3,0,0,4,4,1,2017.0,4,0
864,1,17,0,0,18,18,1,1175.0,18,0
865,2,8,0,0,9,9,1,591.0,9,0
866,4,25,0,0,37,37,2,3829.0,37,1
867,1,3,0,0,7,7,2,1110.5,7,0
868,12,50,0,0,58,64,23,1700.75,58,2
869,1,3,0,0,4,4,2,475.5,4,0
870,2,6,0,0,6,7,2,130.5,6,0
871,3,8,0,0,9,9,2,554.5,9,0
872,1,3,0,0,4,4,2,25.0,4,0
873,2,3,0,0,4,4,1,418.0,4,0
874,1,3,0,0,4,4,1,107.0,4,0
875,3,19,0,0,22,22,1,292.0,22,1
876,2,7,0,0,5,8,2,464.0,5,0
877,1,3,0,0,4,4,1,4892.0,4,0
878,1,3,0,0,2,2,1,582.0,2,0
879,3,28,1,0,55,55,1,8.0,55,2
880,1,3,0,0,4,4,2,1485.0,4,0
881,4,14,0,0,15,15,1,239.0,15,0
882,1,3,0,0,4,4,1,222.0,4,0
883,1,3,0,0,4,4,1,29.0,4,0
884,1,3,0,0,4,4,1,4094.0,4,0
885,1,3,0,0,4,4,1,1847.0,4,0
886,1,4,0,0,5,5,1,318.0,5,0
887,1,3,0,0,4,4,1,37.0,4,0
888,1,12,0,0,13,13,1,4892.0,13,0
889,3,11,0,0,12,12,1,352.0,12,0
890,1,3,0,0,4,4,1,167.0,4,0
891,4,25,0,0,36,36,2,449.0,36,0
892,7,32,0,0,33,36,4,1415.3333333333333,33,2
893,1,3,0,0,4,4,2,94.0,4,0
894,1,3,0,0,4,4,1,40.0,4,0
895,5,14,0,0,16,15,3,23630.0,16,0
896,1,3,0,0,4,4,1,2.0,4,0
897,2,7,0,0,9,9,1,1178.0,9,0
898,1,3,0,0,4,4,1,23.0,4,0
899,6,21,0,0,16,25,9,3922.3333333333335,16,1
900,1,33,0,0,42,42,1,403.0,42,1
901,1,6,0,0,8,8,1,67.0,8,0
902,1,3,0,0,4,4,4,1358.3333333333333,4,0
903,1,3,0,0,4,4,1,142.0,4,0
904,1,3,0,0,4,4,1,93.0,4,0
905,2,6,0,0,6,7,2,3829.0,7,0
906,1,3,0,0,4,4,1,99.0,4,0
907,1,3,0,0,4,4,1,54.0,4,0
908,3,10,0,0,11,11,1,1097.0,11,0
909,6,16,0,0,32,27,4,1690.3333333333333,56,1
910,3,9,0,0,11,11,1,28.0,11,0
911,2,6,0,0,7,7,4,691.0,7,0
912,3,18,0,0,48,23,7,104.0,48,1
913,1,3,0,0,8,4,2,852.5,8,0
914,5,46,0,0,54,54,2,195.5,54,2
915,1,3,0,0,4,4,1,45.0,4,0
916,1,3,0,0,4,4,1,1060.0,4,0
917,8,30,0,0,42,48,2,2113.5,42,2
918,1,4,0,0,6,8,2,318.0,8,0
919,6,27,0,0,29,29,1,99.0,29,1
920,1,3,0,0,6,4,2,402.0,6,0
921,1,4,0,0,5,5,1,677.0,5,0
922,1,3,0,0,4,4,2,3829.0,4,0
923,1,3,0,0,8,3,5,2215.6666666666665,12,0
924,1,3,0,0,4,4,1,727.0,4,0
925,1,4,0,0,5,5,1,54.0,5,0
926,1,3,0,0,5,4,3,1086.0,5,0
927,1,3,0,0,4,4,2,2141.0,4,0
928,1,4,0,0,44,6,15,2353.222222222222,44,0
929,1,3,0,0,4,4,1,5990.0,4,0
930,1,3,0,0,4,4,1,61.0,4,0
931,1,3,0,0,4,4,1,209.0,4,0
932,2,20,0,0,22,22,1,388.0,22,0
933,1,3,0,0,4,4,1,61.0,4,0
934,1,3,0,0,4,4,1,13.0,4,0
935,1,13,0,0,14,14,1,28.0,14,0
936,1,4,0,0,6,7,2,4094.0,7,0
937,1,3,0,0,4,4,1,1.0,4,0
938,4,14,0,0,16,16,2,587.5,16,0
939,2,9,0,0,10,10,1,41.0,10,0
940,5,13,0,0,20,15,6,361.0,31,0
941,1,3,0,0,4,4,1,1974.0,4,0
942,2,7,0,0,9,9,2,944.5,9,0
943,1,3,0,0,4,4,1,3136.0,4,0
944,6,9,0,0,10,10,2,155.0,10,0
945,4,17,0,0,18,18,3,661.0,18,0
946,11,45,0,0,50,56,7,793.0,50,2
947,1,3,0,0,2,2,1,66.0,2,0
948,1,3,0,0,4,4,1,1.0,4,0
949,1,3,0,0,4,4,1,389.0,4,0
950,2,8,0,0,9,9,1,528.0,9,0
951,3,12,0,0,16,16,1,1.0,16,0
952,5,25,0,0,27,26,5,895.6,27,0
953,1,4,0,0,6,6,2,224.5,6,0
954,1,2,0,0,3,3,1,874.0,3,0
955,1,3,0,0,4,4,1,385.0,4,0
956,2,9,0,0,11,11,2,1061.0,11,0
957,1,4,0,0,5,5,1,2556.0,5,0
958,1,3,0,0,4,4,1,138.0,4,0
959,6,24,0,0,34,34,5,1690.5,34,1
960,1,3,0,0,4,4,1,268.0,4,0
961,1,3,0,0,4,4,3,661.0,4,0
962,1,3,0,0,4,4,1,28.0,4,0
963,3,12,0,0,13,13,4,1369.6666666666667,13,0
964,1,3,0,0,4,4,1,3829.0,4,0
965,2,5,0,0,7,7,2,70.0,7,0
966,1,3,0,0,4,4,2,1251.0,4,0
967,3,8,0,0,7,7,1,56.0,7,0
968,1,3,0,0,4,4,1,3829.0,4,0
969,1,3,0,0,4,4,1,918.0,4,0
970,1,3,0,0,4,4,1,107.0,4,0
971,4,12,0,0,13,13,2,1251.0,13,0
972,2,7,0,0,8,8,2,902.0,8,0
973,1,3,0,0,4,4,1,80.0,4,0
974,1,3,0,0,4,4,1,434.0,4,0
975,1,3,0,0,2,2,1,1305.0,2,0
976,4,29,0,0,30,30,1,1847.0,30,0
977,1,3,0,0,4,4,1,389.0,4,0
978,3,3,0,0,4,4,1,2.0,4,0
979,1,6,0,0,8,8,2,2956.0,8,0
980,1,3,2,0,4,4,1,36.0,4,0
981,1,3,0,0,4,4,1,37.0,4,0
982,9,88,5,1,333,130,42,1165.25,333,3
983,1,3,0,0,4,4,1,1361.0,4,0
984,2,6,0,0,8,8,1,1434.0,8,0
985,1,3,0,0,4,4,1,80.0,4,0
986,1,4,0,0,5,5,1,25.0,5,0
987,2,3,0,0,4,4,1,457.0,4,0
988,3,8,0,0,9,9,1,110.0,9,0
989,8,52,2,0,39,66,11,1113.2,57,2
990,1,3,0,0,4,4,1,3829.0,4,0
991,1,3,0,0,4,4,1,772.0,4,0
992,2,7,0,0,8,8,1,622.0,8,0
993,1,7,0,0,8,8,2,497.0,8,0
994,2,7,0,0,8,8,1,11.0,8,0
995,1,3,0,0,4,4,1,81.0,4,0
996,5,28,0,0,37,37,1,741.0,37,0
997,1,3,0,0,5,5,1,1065.0,5,0
998,1,5,0,0,5,6,3,46.5,5,0
999,2,22,0,0,32,32,1,161.0,32,0
1000,5,13,0,0,16,16,1,1515.0,16,0
1001,1,5,0,0,6,6,2,3829.0,6,0
1002,1,4,0,0,5,5,1,107.0,5,0
1003,2,11,0,0,15,15,2,107.0,15,0
1004,3,9,0,0,10,10,1,6.0,10,0
1005,4,17,0,0,21,21,1,778.0,21,1
1006,1,26,6,0,34,34,1,405.0,34,1
1007,2,6,0,0,7,7,1,22.0,7,0
1008,4,16,0,0,13,20,4,248.0,16,0
1009,15,76,0,0,96,84,12,645.6,96,3
1010,1,3,0,0,4,4,2,854.5,4,0
1011,4,15,0,0,15,16,2,142.0,15,0
1012,1,6,0,0,11,11,1,40.0,11,0
1013,3,9,0,0,14,14,1,85.0,14,0
1014,1,3,0,0,4,4,1,109.0,4,0
1015,11,38,0,0,40,40,1,89.0,40,2
1016,3,15,0,0,16,16,1,457.0,16,0
1017,1,3,0,0,5,5,2,1116.5,5,0
1018,1,6,0,0,10,11,3,1252.0,10,0
1019,4,20,0,0,21,21,2,3099.0,21,0
1020,13,34,0,0,38,38,2,276.0,60,1
1021,2,8,0,0,9,9,1,270.0,9,0
1022,7,22,0,0,32,32,4,2378.6666666666665,32,0
1023,6,17,0,0,18,18,2,3829.0,18,0
1024,2,7,0,0,9,9,1,107.0,9,0
1025,4,17,0,0,24,24,1,1060.0,24,0
1026,9,32,0,0,39,38,3,194.0,39,0
1027,1,4,0,0,5,5,1,276.0,5,0
1028,4,12,0,0,9,12,2,29.5,9,0
1029,5,26,0,0,28,28,2,10.5,28,0
1030,3,7,0,0,8,8,1,1330.0,8,0
1031,2,6,0,0,9,7,2,136.5,9,0
1032,1,5,0,0,6,6,1,1346.0,6,0
1033,3,7,0,0,11,11,1,28.0,11,0
1034,4,13,0,0,16,16,2,4913.0,16,0
1035,1,10,0,0,11,14,7,1376.75,26,0
1036,1,6,0,0,14,14,1,15.0,14,0
1037,25,98,0,0,64,75,5,327.0,64,2
1038,6,35,0,0,45,50,5,100.33333333333331,45,2
1039,1,3,0,0,4,4,1,46.0,4,0
1040,16,59,0,0,50,50,1,112.0,50,2
1041,1,3,0,0,4,4,8,811.5,4,0
1042,1,9,0,0,9,9,2,73.0,9,0
1043,5,17,1,0,18,19,2,1241.0,18,0
1044,1,5,0,0,6,6,2,1729.0,6,0
1045,6,20,0,0,19,24,16,286.2,19,0
1046,2,6,0,0,38,8,4,597.0,50,0
1047,1,3,0,0,8,7,2,31.5,8,0
1048,3,11,0,0,12,12,1,355.0,12,0
1049,2,7,0,0,8,8,2,7246.0,8,0
1050,3,18,0,0,13,21,4,403.5,13,0
1051,7,20,0,0,26,26,2,261.0,26,0
1052,3,8,0,0,9,9,2,13.0,9,0
1053,2,6,0,0,7,7,2,162.0,8,0
1054,2,10,0,0,16,15,2,1713.0,16,0
1055,2,12,0,0,37,15,5,197.5,37,0
1056,7,18,0,0,19,19,1,143.0,19,0
1057,9,27,0,0,22,28,3,133.66666666666666,22,0
1058,3,11,0,2,12,12,1,491.0,12,0
1059,1,3,0,0,4,4,1,564.0,4,0
1060,2,9,1,0,11,11,2,219.0,11,0
1061,4,20,0,0,21,21,2,962.0,21,1
1062,2,5,0,0,5,5,2,1258.0,5,0
1063,3,9,0,0,9,10,2,848.0,9,0
1064,3,9,0,0,10,10,1,2370.0,10,0
1065,3,7,0,0,10,10,1,3829.0,10,0
1066,2,6,0,0,4,7,2,939.0,4,0
1067,2,10,0,0,9,11,3,903.0,14,0
1068,7,27,0,0,47,46,3,98.66666666666669,47,1
1069,1,3,0,0,4,4,1,8.0,4,0
1070,3,18,0,0,19,20,3,444.0,23,1
1071,1,12,0,0,16,16,1,97.0,16,0
1072,2,3,0,0,8,8,1,33.0,8,0
1073,6,17,0,0,24,24,1,1465.0,24,0
1074,3,11,0,0,9,12,2,13.5,9,0
1075,6,25,0,0,27,27,1,80.0,27,1
1076,1,4,0,0,5,5,1,42.0,5,0
1077,3,14,0,0,15,16,3,331.6666666666667,27,0
1078,5,13,0,0,14,14,1,561.0,14,0
1079,2,8,0,0,9,9,1,28.0,9,0
1080,1,5,0,0,6,6,2,4945.5,6,0
1081,7,31,0,0,36,36,1,11.0,36,1
1082,4,18,0,0,20,20,2,1406.0,20,0
1083,1,5,0,0,6,6,1,7246.0,6,0
1084,2,6,0,0,7,7,1,312.0,7,0
1085,1,3,1,0,4,5,2,983.5,4,0
1086,1,4,0,0,5,5,4,145.0,6,0
1087,1,4,0,0,5,5,1,2017.0,5,0
1088,1,3,0,0,4,4,1,113.0,4,0
1089,2,6,0,0,10,10,2,1574.5,10,0
1090,3,12,0,0,15,15,2,819.0,24,0
1091,1,3,0,0,6,6,1,1976.0,6,0
1092,5,29,0,0,35,30,3,158.0,35,0
1093,3,12,0,0,14,14,1,1515.0,14,0
1094,2,6,0,0,5,8,4,504.0,5,0
1095,7,24,0,0,25,25,1,500.0,25,0
1096,18,85,0,0,112,112,1,225.0,112,2
1097,1,3,0,0,20,5,6,978.25,20,0
1098,1,7,0,0,11,11,1,123.0,11,0
1099,2,7,0,0,10,8,6,527.0,10,0
1100,7,40,0,0,31,50,19,659.375,31,2
1101,5,18,0,0,24,24,1,1289.0,24,0
1102,1,3,0,0,6,6,1,573.0,6,0
1103,2,5,0,0,6,6,1,1300.0,6,0
1104,3,12,0,0,12,15,2,522.0,14,0
1105,1,5,0,0,4,6,2,3829.0,4,0
1106,1,3,0,0,4,4,1,50.0,4,0
1107,2,14,0,0,15,15,1,122.0,15,0
1108,2,5,0,0,6,6,1,165.0,6,0
1109,2,9,0,0,12,12,1,28.0,12,0
1110,4,16,0,0,18,18,1,159.0,18,0
1111,1,5,0,0,8,8,2,3713.5,8,0
1112,3,17,0,0,17,17,3,49.0,17,0
1113,2,18,0,0,20,22,4,397.3333333333333,21,0
1114,2,12,0,0,19,19,1,1305.0,19,0
1115,1,35,0,0,57,57,1,33.0,57,0
1116,1,5,0,0,7,7,1,4.0,7,0
1117,2,6,0,0,8,8,1,1.0,8,0
1118,1,13,0,0,14,14,8,1758.0,14,0
1119,4,17,0,0,21,21,1,8.0,21,0
1120,1,5,0,0,6,6,1,294.0,6,0
1121,1,5,0,0,6,6,1,113.0,6,0
1122,1,5,0,0,6,6,1,1513.0,6,0
