SampleId,SampleType,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations
3772718,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
3856873,CLASS,0.0,40,0.0,0,0,0,2,0,0,2,8,8,1.0,2,15,0
3862792,CLASS,0.0,59,0.0,0,0,0,3,0,2,3,7,7,1.0,2,32,0
3869760,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
3873752,CLASS,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,12,0
3879965,CLASS,0.0,25,0.0,0,0,0,2,0,0,1,3,3,1.0,1,19,1
3888598,CLASS,0.0,183,0.0,11,0,0,31,0,0,2,34,23,0.6451612903225806,30,36,0
3897581,CLASS,0.0,18,0.0,0,0,0,2,0,0,1,2,2,1.0,2,4,0
3917715,CLASS,0.0,13,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0
3918287,CLASS,0.0,33,0.0,4,0,0,5,0,0,1,5,1,0.2,5,5,0
3919445,CLASS,0.0,44,0.0,0,0,0,2,0,0,1,8,8,1.0,1,17,0
3920625,CLASS,0.0,44,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,1
3922769,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
3922790,CLASS,0.0,86,0.0,0,0,0,1,0,0,1,15,15,1.0,1,43,0
3925764,CLASS,0.0,35,0.0,0,0,0,1,0,0,1,6,6,1.0,1,22,0
3938271,CLASS,16.86046511627907,172,5.232558139534884,0,29,9,10,1,0,5,22,21,0.9,8,134,0
3943609,CLASS,0.0,80,0.0,1,0,0,7,0,0,0,13,12,0.8571428571428571,4,31,0
3945737,CLASS,0.0,6,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0
3949836,CLASS,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0
8455319,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0
3952888,CLASS,0.0,57,0.0,4,0,0,9,0,0,2,11,7,0.5555555555555556,9,15,0
3954827,CLASS,0.0,20,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0
8497687,CLASS,0.0,20,0.0,0,0,0,8,0,1,0,8,8,1.0,8,8,0
8502684,CLASS,0.0,60,0.0,3,0,0,8,0,1,4,9,6,0.625,8,16,4
8515776,CLASS,0.0,338,0.0,1,0,0,7,0,1,18,68,67,0.8571428571428571,6,132,17
8514954,CLASS,0.0,91,0.0,8,0,0,12,0,1,5,16,7,0.3333333333333333,12,26,4
8517396,CLASS,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8522716,CLASS,0.0,28,0.0,0,0,0,13,0,0,0,13,13,1.0,0,13,0
8528735,CLASS,0.0,981,0.0,5,0,0,32,2,0,4,168,161,0.78125,26,542,36
8538037,CLASS,0.0,357,0.0,0,0,0,22,0,0,4,57,57,1.0,5,165,0
8564277,CLASS,0.0,7,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
8564291,CLASS,0.0,197,0.0,18,0,0,27,1,0,16,28,9,0.2962962962962963,27,33,0
8574368,CLASS,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,13,0
8581347,CLASS,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,0,4,0
8584799,CLASS,0.0,54,0.0,0,0,0,2,0,0,0,10,10,1.0,2,22,0
8602083,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8601987,CLASS,0.0,24,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0
8604577,CLASS,1.2195121951219512,82,1.2195121951219512,3,1,1,9,0,0,4,18,15,0.6666666666666666,1,37,0
8604234,CLASS,0.0,47,0.0,1,0,0,5,0,0,3,6,5,0.8,5,13,0
8632348,CLASS,0.0,20,0.0,0,0,0,3,0,0,1,4,4,1.0,3,6,0
8645617,CLASS,0.0,65,0.0,0,0,0,3,0,1,1,15,15,1.0,3,21,0
8660235,CLASS,0.0,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8672725,CLASS,0.0,153,0.0,4,0,0,13,0,0,3,50,45,0.6923076923076923,13,28,0
8672429,CLASS,0.0,19,0.0,0,0,0,1,0,0,0,5,5,1.0,1,11,0
8691119,CLASS,0.0,29,0.0,0,0,0,3,0,0,0,3,3,1.0,3,7,0
8694129,CLASS,0.0,202,0.0,11,0,0,20,0,1,12,30,19,0.45,20,52,0
8738655,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8754569,CLASS,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,9,0
8760562,CLASS,0.0,104,0.0,1,0,0,6,0,0,4,15,14,0.8333333333333334,5,50,0
8760558,CLASS,0.0,32,0.0,1,0,0,3,0,0,2,5,4,0.6666666666666666,3,12,0
8776987,CLASS,0.0,20,0.0,0,0,0,1,0,0,3,2,2,1.0,1,6,0
8792283,CLASS,0.0,69,0.0,2,0,0,6,0,0,0,18,16,0.6666666666666666,5,18,0
8796174,CLASS,0.0,738,0.0,15,0,0,52,5,6,10,166,146,0.6153846153846154,50,146,0
8799964,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8863381,CLASS,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0
8876926,CLASS,0.0,30,0.0,3,0,0,4,0,0,1,4,1,0.25,4,5,0
8896304,CLASS,0.0,83,0.0,0,0,0,2,0,0,0,16,16,1.0,2,28,0
8902918,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8905404,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8912937,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
8917316,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8923216,CLASS,0.0,30,0.0,0,0,0,4,0,0,0,4,4,1.0,4,23,0
8937461,CLASS,0.0,80,0.0,0,0,0,3,0,0,1,18,18,1.0,0,66,0
8951219,CLASS,0.0,28,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0
8952196,CLASS,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,10,0
8962839,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
8966683,CLASS,0.0,108,0.0,1,0,0,5,0,0,2,21,20,0.8,4,14,0
8970191,CLASS,0.0,28,0.0,0,0,0,3,0,1,0,3,3,1.0,2,7,0
8970601,CLASS,0.0,48,0.0,4,0,0,5,0,1,4,5,1,0.2,5,8,0
8978193,CLASS,0.0,124,0.0,6,0,0,20,2,1,1,30,18,0.6,19,20,0
8998802,CLASS,0.0,47,0.0,0,0,0,7,0,0,1,8,8,1.0,7,28,0
9000410,CLASS,0.0,51,0.0,0,0,0,1,0,0,4,7,7,1.0,1,15,0
9006303,CLASS,0.0,33,0.0,0,0,0,1,0,2,1,12,12,1.0,1,27,0
9008469,CLASS,0.0,99,0.0,0,0,0,3,0,0,6,18,18,1.0,3,26,0
9012542,CLASS,0.0,26,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0
9025710,CLASS,0.0,56,0.0,0,0,0,3,0,2,3,8,8,1.0,1,28,0
9087398,CLASS,0.0,38,0.0,2,0,0,3,1,0,2,5,0,0.0,2,8,0
9094711,CLASS,0.0,19,0.0,0,0,0,2,0,0,1,4,4,1.0,1,5,0
9092553,CLASS,0.0,135,0.0,3,0,0,10,0,0,6,21,18,0.7,0,23,0
9095246,CLASS,0.0,24,0.0,3,0,0,3,0,0,2,3,0,0.0,3,5,0
9097418,CLASS,0.0,103,0.0,3,0,0,8,0,0,2,15,12,0.625,7,36,2
9104666,CLASS,0.0,78,0.0,1,0,0,5,0,0,8,8,7,0.8,5,26,3
9102455,CLASS,0.0,164,0.0,0,0,0,7,0,0,9,26,26,1.0,0,56,9
9111577,CLASS,0.0,17,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,7,0
9114822,CLASS,0.0,259,0.0,9,0,0,32,7,0,3,65,45,0.5,29,88,0
9117540,CLASS,0.0,16,0.0,0,0,0,6,0,0,0,6,6,1.0,0,7,0
9117535,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
9135351,CLASS,0.0,15,0.0,0,0,0,1,0,0,0,4,4,1.0,1,1,0
9140757,CLASS,0.0,79,0.0,0,0,0,7,0,1,0,13,13,1.0,5,31,0
9144201,CLASS,0.0,242,0.0,2,0,0,23,0,0,4,47,45,0.9130434782608695,19,66,0
3962016,CLASS,0.0,41,0.0,1,0,0,4,0,2,0,7,6,0.75,4,7,0
3972555,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
3977475,CLASS,0.0,33,0.0,0,0,0,2,0,0,0,6,6,1.0,2,6,0
3985224,CLASS,0.0,17,0.0,0,0,0,1,0,0,0,1,1,1.0,0,7,0
3999557,CLASS,0.0,34,0.0,2,0,0,5,1,0,2,6,3,0.4,5,5,0
4002865,CLASS,0.0,61,0.0,1,0,0,6,0,0,3,9,8,0.8333333333333334,6,21,0
4002584,CLASS,0.0,51,0.0,2,0,0,4,1,0,2,7,2,0.25,3,12,0
4016005,CLASS,0.0,7,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
4039372,CLASS,0.0,31,0.0,0,0,0,3,0,0,0,5,5,1.0,3,7,0
4040842,CLASS,0.0,48,0.0,3,0,0,7,2,0,1,7,2,0.2857142857142857,7,10,0
4042826,CLASS,0.0,125,0.0,1,0,0,7,1,1,9,20,18,0.7142857142857143,7,15,0
4044534,CLASS,0.0,23,0.0,0,0,0,1,0,0,0,5,5,1.0,1,22,0
4059863,CLASS,0.0,59,0.0,1,0,0,3,0,1,3,6,5,0.6666666666666666,3,26,2
4059685,CLASS,0.0,23,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0
4058195,CLASS,0.0,23,0.0,0,0,0,3,0,0,0,5,5,1.0,2,21,0
4070938,CLASS,0.1342281879194631,745,0.0,31,1,0,73,10,0,5,114,73,0.4383561643835616,54,232,0
4074246,CLASS,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,1,0
4075287,CLASS,0.0,30,0.0,1,0,0,4,0,1,2,4,3,0.75,4,4,0
4090808,CLASS,0.0,142,0.0,0,0,0,8,0,0,2,26,26,1.0,5,151,0
4096226,CLASS,0.0,71,0.0,2,0,0,5,0,1,9,14,12,0.6,5,16,1
4096115,CLASS,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0
4101310,CLASS,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
4106292,CLASS,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,4,0
4105521,CLASS,0.0,80,0.0,2,0,0,7,0,0,8,11,9,0.7142857142857143,7,22,0
4110958,CLASS,0.0,17,0.0,0,0,0,2,0,0,1,3,3,1.0,1,12,0
4123555,CLASS,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
4122553,CLASS,0.0,15,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0
4124615,CLASS,0.0,114,0.0,0,0,0,9,0,0,1,25,25,1.0,7,133,0
4126029,CLASS,0.0,49,0.0,1,0,0,6,0,0,2,9,8,0.8333333333333334,4,16,0
4130065,CLASS,0.0,41,0.0,1,0,0,4,0,2,0,5,4,0.75,4,13,0
4136680,CLASS,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,13,0
4139979,CLASS,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
4141778,CLASS,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
4168378,CLASS,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
4169071,CLASS,0.0,103,0.0,0,0,0,9,1,0,5,19,17,0.8888888888888888,8,31,0
4175432,CLASS,0.0,25,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0
4176983,CLASS,0.0,21,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,0
4194832,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197096,CLASS,0.0,57,0.0,3,0,0,9,0,0,2,13,10,0.6666666666666666,8,12,0
4198515,CLASS,0.0,44,0.0,1,0,0,3,0,0,3,7,6,0.6666666666666666,3,10,0
4218788,CLASS,0.0,25,0.0,0,0,0,3,0,0,1,3,3,1.0,2,7,0
4218342,CLASS,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217466,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
4232055,CLASS,0.0,19,0.0,1,0,0,1,0,3,1,1,0,0.0,1,1,0
4234040,CLASS,0.0,56,0.0,4,0,0,8,2,0,2,8,2,0.25,7,8,0
4248456,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
4249169,CLASS,0.0,8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4272190,CLASS,0.0,19,0.0,0,0,0,1,0,1,2,2,2,1.0,0,1,0
4282818,CLASS,0.0,34,0.0,0,0,0,2,0,0,0,6,6,1.0,2,21,0
4292651,CLASS,0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0
4301023,CLASS,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,5,15,0
4325541,CLASS,0.0,200,0.0,1,0,0,32,0,0,1,60,59,0.96875,31,32,0
4329197,CLASS,0.0,8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4348567,CLASS,0.0,124,0.0,3,0,0,11,0,0,3,24,21,0.7272727272727273,9,18,0
4369677,CLASS,0.0,35,0.0,0,0,0,2,0,0,1,6,6,1.0,1,19,0
4370541,CLASS,0.0,348,0.0,0,0,0,21,0,0,2,80,80,1.0,2,173,0
4404823,CLASS,1.7857142857142858,56,0.0,0,1,0,4,0,0,1,9,9,1.0,0,34,0
4425585,CLASS,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0
4429487,CLASS,0.0,60,0.0,0,0,0,2,0,10,1,9,9,1.0,2,25,0
4431504,CLASS,0.0,57,0.0,1,0,0,10,0,0,1,10,9,0.9,10,19,0
4431712,CLASS,0.0,40,0.0,2,0,0,4,0,0,2,7,5,0.5,4,12,0
4432039,CLASS,0.0,18,0.0,0,0,0,1,0,0,0,5,5,1.0,0,7,0
4433896,CLASS,0.0,231,0.0,3,0,0,25,0,0,3,53,50,0.88,25,122,0
4455621,CLASS,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,6,0
4456562,CLASS,0.0,15,0.0,0,0,0,2,0,0,0,3,3,1.0,2,7,0
4459231,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
4468635,CLASS,0.0,74,0.0,1,0,0,1,0,24,0,1,0,0.0,1,1,3
4471447,CLASS,0.0,31,0.0,1,0,0,2,0,0,1,5,4,0.5,2,9,0
4472450,CLASS,0.0,47,0.0,1,0,0,3,1,0,4,8,6,0.3333333333333333,3,14,0
4489487,CLASS,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,2
4498741,CLASS,0.0,19,0.0,0,0,0,2,0,0,2,2,2,1.0,2,7,0
4498078,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
4500236,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
4499277,CLASS,0.0,246,0.0,2,0,0,15,2,10,10,35,31,0.7333333333333333,9,63,0
4502113,CLASS,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,5,0
4503985,CLASS,0.0,77,0.0,4,0,0,8,0,4,5,11,7,0.5,7,15,9
4505549,CLASS,0.0,191,0.0,4,0,0,13,2,0,11,31,23,0.5384615384615384,9,48,0
4506790,CLASS,0.0,10,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
4536448,CLASS,0.0,71,0.0,5,0,0,9,0,0,5,13,8,0.4444444444444444,5,22,0
4542224,CLASS,0.0,134,0.0,0,0,0,18,0,2,1,26,26,1.0,18,145,0
4546373,CLASS,0.0,20,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2
4558000,CLASS,0.0,306,0.0,0,0,0,7,0,0,13,49,49,1.0,6,137,0
4556934,CLASS,0.0,51,0.0,7,0,0,7,0,0,6,7,0,0.0,7,7,0
4556966,CLASS,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0
4580123,CLASS,0.0,60,0.0,2,0,0,11,1,0,3,11,8,0.7272727272727273,11,31,0
4594162,CLASS,0.0,18,0.0,0,0,0,3,0,0,0,3,3,1.0,0,9,0
4594723,CLASS,0.0,116,0.0,3,0,0,13,0,0,4,17,14,0.7692307692307693,13,19,0
4601555,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
4611132,CLASS,0.0,52,0.0,0,0,0,9,0,0,1,11,11,1.0,9,12,0
4627580,CLASS,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4633651,CLASS,1.492537313432836,67,0.0,4,1,0,10,0,1,2,10,6,0.6,10,14,0
4643718,CLASS,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647337,CLASS,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4648063,CLASS,0.0,77,0.0,0,0,0,17,0,1,0,17,17,1.0,5,47,0
4662159,CLASS,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,2,0
4668044,CLASS,0.0,37,0.0,0,0,0,2,0,1,1,5,5,1.0,2,13,1
4668085,CLASS,0.0,19,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,5,0
4666539,CLASS,0.0,57,0.0,2,0,0,3,0,0,1,13,11,0.3333333333333333,3,12,0
4703457,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
4716488,CLASS,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0
6445238,CLASS,0.0,71,0.0,6,0,0,9,0,3,0,9,3,0.3333333333333333,9,16,0
7651598,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
4972127,CLASS,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,6,0
3939400,CLASS,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
5654277,CLASS,0.0,129,0.0,0,0,0,5,0,0,5,28,28,1.0,0,36,0
8869079,CLASS,0.0,154,0.0,0,0,0,2,0,0,0,33,33,1.0,2,66,0
6854281,CLASS,0.0,17,0.0,0,0,0,1,0,0,0,1,1,1.0,1,27,0
3817323,CLASS,0.0,42,0.0,4,0,0,5,0,0,2,5,1,0.2,5,10,0
5164165,CLASS,0.0,75,0.0,2,0,0,7,2,0,3,14,10,0.42857142857142855,7,14,0
7381763,CLASS,5.882352941176471,17,0.0,1,1,0,2,0,0,0,2,1,0.5,2,2,0
8985234,CLASS,0.0,49,0.0,3,0,0,4,0,1,5,6,3,0.25,4,8,0
5271942,CLASS,0.0,11,0.0,0,0,0,2,0,0,0,2,2,1.0,1,2,0
7807495,CLASS,0.0,72,0.0,3,0,0,7,0,0,2,13,10,0.5714285714285714,7,21,0
4736526,CLASS,0.0,35,0.0,5,0,0,7,0,0,0,7,2,0.2857142857142857,7,7,0
5971617,CLASS,0.0,66,0.0,2,0,0,7,1,0,3,12,8,0.5714285714285714,7,10,0
6514803,CLASS,0.0,25,0.0,1,0,0,4,0,0,1,4,3,0.75,4,4,0
8749806,CLASS,0.0,28,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0
6295036,CLASS,0.0,15,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0
8965373,CLASS,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
3822072,CLASS,0.0,4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
9278685,CLASS,0.0,85,0.0,0,0,0,12,0,0,0,22,22,1.0,12,40,0
7779168,CLASS,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,2,0
5479893,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
7655364,CLASS,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,2,0
4244182,CLASS,0.0,21,0.0,0,0,0,1,0,0,1,2,2,1.0,1,7,0
4151146,CLASS,0.0,45,0.0,3,0,0,7,3,0,4,8,2,0.14285714285714285,7,7,0
5750397,CLASS,0.0,39,0.0,0,0,0,3,0,0,2,5,5,1.0,0,11,0
6532912,CLASS,0.0,27,0.0,1,0,0,2,0,2,1,2,1,0.5,2,6,0
5690831,CLASS,0.0,62,0.0,0,0,0,1,0,0,0,15,15,1.0,1,22,0
5128334,CLASS,0.0,182,0.0,0,0,0,9,0,0,6,37,37,1.0,8,65,0
6246389,CLASS,0.0,120,0.0,8,0,0,10,0,0,9,12,4,0.2,10,31,0
4530537,CLASS,0.0,26,0.0,0,0,0,2,0,0,3,2,2,1.0,1,7,0
5278361,CLASS,0.0,132,0.0,2,0,0,11,0,0,4,29,27,0.8181818181818182,1,34,0
5609190,CLASS,0.0,98,0.0,7,0,0,12,3,0,9,14,4,0.16666666666666666,12,15,0
4221494,CLASS,0.0,59,0.0,2,0,0,12,0,2,0,15,13,0.8333333333333334,11,16,0
4817934,CLASS,0.0,37,0.0,0,0,0,1,0,0,7,2,2,1.0,1,6,0
6634928,CLASS,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0
3858066,CLASS,0.0,236,0.0,17,0,0,35,16,0,20,40,7,0.05714285714285714,35,39,33
4814956,CLASS,0.0,66,0.0,1,0,0,11,1,0,4,11,9,0.8181818181818182,11,23,0
7636168,CLASS,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0
7322270,CLASS,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0
7043386,CLASS,0.0,26,0.0,0,0,0,1,0,0,2,3,3,1.0,1,15,0
5668344,CLASS,0.0,82,0.0,0,0,0,4,0,0,4,15,15,1.0,0,68,0
6010190,CLASS,0.0,35,2.857142857142857,0,0,1,4,0,0,3,4,4,1.0,2,16,0
6026125,CLASS,0.0,47,0.0,2,0,0,7,2,0,4,8,4,0.42857142857142855,7,18,0
7461973,CLASS,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
4762838,CLASS,0.0,49,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,6,16,1
5710974,CLASS,0.0,126,0.0,0,0,0,2,0,0,0,14,14,1.0,2,68,0
4530177,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
5660710,CLASS,0.0,116,0.0,3,0,0,10,0,0,7,22,19,0.7,10,28,0
6872266,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
3943759,CLASS,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0
9014115,CLASS,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0
7605003,CLASS,0.0,43,0.0,4,0,0,6,2,0,2,6,0,0.0,6,7,0
3931780,CLASS,0.0,452,0.0,8,0,0,40,1,3,8,98,89,0.775,37,98,2
7005446,CLASS,0.0,9,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
3873715,CLASS,0.0,33,0.0,3,0,0,4,0,0,0,7,4,0.25,2,5,0
5343744,CLASS,0.0,37,0.0,0,0,0,2,0,4,0,5,5,1.0,0,20,0
9188325,CLASS,0.0,60,0.0,0,0,0,1,0,0,0,1,1,1.0,1,81,0
6060996,CLASS,0.0,16,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
8911786,CLASS,0.0,132,0.0,5,0,0,18,1,0,2,26,20,0.6666666666666666,15,29,0
5333703,CLASS,0.0,111,0.0,4,0,0,12,0,0,1,20,16,0.6666666666666666,11,29,0
4933994,CLASS,0.0,30,0.0,1,0,0,2,0,0,2,3,2,0.5,2,7,0
5702079,CLASS,0.0,337,0.0,7,0,0,33,1,1,8,66,58,0.7575757575757576,30,69,1
4031820,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0
4456338,CLASS,0.0,24,0.0,1,0,0,6,0,0,1,6,5,0.8333333333333334,6,6,0
8172392,CLASS,0.0,59,0.0,3,0,0,6,0,0,0,8,5,0.5,6,10,0
4768247,CLASS,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
7468395,CLASS,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4401367,CLASS,0.0,330,0.0,1,0,0,20,0,0,4,72,71,0.95,6,162,0
6085704,CLASS,0.0,37,0.0,1,0,0,3,0,0,2,10,9,0.6666666666666666,2,9,0
9336399,CLASS,0.0,29,0.0,0,0,0,5,0,0,0,6,6,1.0,5,9,0
6937721,CLASS,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
7280600,CLASS,0.0,35,0.0,1,0,0,4,0,2,0,4,3,0.75,4,5,0
7418065,CLASS,0.0,141,0.0,0,0,0,6,1,0,5,30,26,0.8333333333333334,3,45,0
5473710,CLASS,0.0,13,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
6078015,CLASS,0.0,30,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
8541418,CLASS,0.0,56,0.0,2,0,0,7,0,1,2,8,6,0.7142857142857143,6,25,2
6204790,CLASS,0.0,781,0.0,0,0,0,3,0,34,113,7,7,1.0,2,515,127
7017732,CLASS,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979404,CLASS,0.0,7,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
9483594,CLASS,0.0,9,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
7480589,CLASS,0.0,47,0.0,0,0,0,1,0,0,2,11,11,1.0,1,12,2
6093270,CLASS,0.0,131,0.0,0,0,0,5,0,0,0,6,6,1.0,5,123,0
4678251,CLASS,0.0,170,0.0,1,0,0,20,0,0,6,20,19,0.95,14,30,0
4034186,CLASS,0.0,58,0.0,0,0,0,7,0,0,2,9,9,1.0,6,14,0
8283403,CLASS,0.0,30,0.0,0,0,0,3,0,0,1,5,5,1.0,3,7,0
7863608,CLASS,0.0,205,0.0,1,0,0,26,0,0,0,31,30,0.9615384615384616,12,104,0
6221363,CLASS,0.0,92,0.0,14,0,0,16,0,0,0,18,4,0.125,16,19,0
3940746,CLASS,0.0,26,0.0,0,0,0,3,1,0,0,3,2,0.6666666666666666,2,9,0
7247219,CLASS,0.0,45,0.0,5,0,0,7,2,0,1,7,0,0.0,7,9,0
4456492,CLASS,0.0,193,0.0,2,0,0,13,0,3,2,30,28,0.8461538461538461,7,107,0
5421253,CLASS,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0
5515839,CLASS,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0
5467722,CLASS,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0
5527964,CLASS,0.0,60,0.0,0,0,0,5,0,7,0,7,7,1.0,5,15,0
