id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,NumberOfBugFixes,MeanCommitMessageLength,NumberOfRevisions,DaysWithCommits,NumberOfRefactorings,Severity
236,0.0,36,0.0,0,0,0,1,0,0,0,1,1,1.0,0,19,0,1,39.53846153846154,13,12,0,0
237,0.0,14,0.0,0,0,0,0,0,6,0,0,0,0.0,0,0,0,0,59.0,3,3,0,0
238,0.0,32,0.0,0,0,0,3,0,0,1,4,4,1.0,3,12,0,0,45.8,10,10,1,0
239,0.0,75,0.0,0,0,0,20,0,0,0,20,20,1.0,20,46,0,1,58.4,5,5,0,0
240,0.0,284,0.0,3,0,0,10,0,19,1,25,22,0.7,8,92,0,0,55.5,2,2,0,0
241,0.0,186,0.0,1,0,0,13,1,0,0,45,42,0.8461538461538461,12,50,0,0,50.5,2,2,0,0
242,0.0,46,0.0,2,0,0,8,0,0,1,8,6,0.75,0,16,1,2,66.2,5,5,1,0
243,0.0,344,0.0,2,0,0,12,0,0,3,79,77,0.8333333333333334,4,147,0,1,66.0,14,7,3,0
244,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,30,91.49152542372882,59,55,15,0
245,0.0,22,0.0,2,0,0,4,1,0,1,4,1,0.25,4,4,0,1,78.33333333333333,3,3,0,0
246,0.0,57,0.0,5,0,0,14,0,1,0,14,9,0.6428571428571429,5,14,0,2,68.55555555555556,9,9,1,0
247,0.0,410,0.0,7,0,0,33,0,0,11,83,76,0.7878787878787878,13,157,2,8,67.5,16,13,1,0
248,0.0,141,0.0,23,0,0,23,0,0,23,23,0,0.0,23,69,0,1,59.0,5,5,0,1
249,0.0,85,0.0,4,0,0,8,0,0,4,13,9,0.5,8,32,0,1,49.2,5,5,1,0
250,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,0,24.0,3,3,0,0
251,0.0,52,0.0,3,0,0,5,0,0,0,7,4,0.4,3,5,0,0,40.25,4,4,0,0
252,0.0,132,0.0,2,0,0,12,2,0,0,30,24,0.6666666666666666,11,28,0,0,31.2,5,4,0,1
253,0.0,50,0.0,0,0,0,1,0,0,0,5,5,1.0,1,35,0,14,124.50617283950618,81,59,2,0
254,0.0,92,0.0,6,0,0,14,4,0,6,19,9,0.2857142857142857,14,25,0,7,150.625,16,15,2,0
255,10.0,20,0.0,0,2,0,2,0,0,0,2,2,1.0,2,12,0,0,35.333333333333336,3,3,0,0
256,0.0,44,0.0,4,0,0,8,2,0,0,9,3,0.25,8,10,0,3,63.2,10,10,2,2
257,0.0,9,0.0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,108.0,1,1,0,0
258,0.0,29,0.0,0,0,0,4,1,0,2,5,4,0.75,4,6,0,1,65.66666666666667,6,6,0,0
259,0.0,22,0.0,4,0,0,4,0,0,0,4,0,0.0,0,4,0,0,20.0,2,2,0,0
260,0.0,141,0.0,23,0,0,33,0,0,0,34,11,0.303030303030303,33,66,0,0,65.0,1,1,0,0
261,0.0,5,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,50.0,1,1,0,0
262,0.0,8,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,108.0,1,1,0,0
263,0.0,103,0.0,0,0,0,5,0,0,0,23,23,1.0,1,40,0,0,42.04166666666666,24,19,0,0
264,0.0,93,0.0,6,0,0,8,0,0,4,13,6,0.25,2,37,0,0,57.66666666666666,12,7,0,0
265,0.0,48,0.0,4,0,0,7,0,0,3,7,3,0.4285714285714285,7,12,0,0,60.0,9,7,1,1
266,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15.0,1,1,0,0
267,0.0,52,0.0,3,0,0,6,0,0,3,8,5,0.5,6,7,0,0,58.0,8,8,0,0
268,0.0,89,0.0,0,0,0,9,0,0,0,27,27,1.0,9,16,0,0,24.75,4,4,2,0
269,0.0,185,0.0,18,0,0,36,18,0,18,36,0,0.0,36,36,0,0,35.333333333333336,6,3,0,2
270,0.0,40,0.0,4,0,0,7,3,0,3,7,0,0.0,7,7,2,0,61.5,2,2,0,0
271,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,34.75,4,4,0,0
272,0.0,65,0.0,0,0,0,1,0,0,5,8,8,1.0,1,24,4,4,79.67441860465117,43,36,2,0
273,0.0,166,0.0,0,0,0,9,0,0,1,45,45,1.0,9,67,0,2,74.06666666666666,15,14,0,0
274,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,1,64.13333333333334,15,11,2,0
275,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,4,24.142857142857142,7,6,0,0
276,0.0,19,0.0,0,0,0,4,0,0,0,5,5,1.0,0,7,0,0,26.0,1,1,0,0
277,0.0,785,0.0,13,0,0,78,7,0,10,161,136,0.7435897435897436,71,219,0,4,22.88888888888889,9,9,0,1
278,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,4,82.88888888888889,63,57,2,0
279,0.0,81,0.0,7,0,0,14,7,0,7,14,0,0.0,14,16,5,1,34.27272727272727,11,11,0,3
280,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,0,20.5,2,2,0,0
281,0.0,5,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,26.0,1,1,0,0
282,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,17.0,4,4,0,0
283,0.0,40,0.0,0,0,0,2,0,0,2,8,8,1.0,2,15,0,3,61.77777777777778,9,8,1,0
284,0.0,59,0.0,0,0,0,3,0,2,3,7,7,1.0,2,32,0,0,86.625,8,8,0,0
285,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,0,63.0,4,4,1,0
286,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,12,0,4,82.88888888888889,63,57,2,0
287,0.0,25,0.0,0,0,0,2,0,0,1,3,3,1.0,1,19,1,0,69.15384615384616,13,13,0,0
288,0.0,183,0.0,11,0,0,31,0,0,2,34,23,0.6451612903225806,30,36,0,0,64.16666666666667,24,19,0,0
289,0.0,18,0.0,0,0,0,2,0,0,1,2,2,1.0,2,4,0,1,94.0625,16,15,0,0
290,0.0,13,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,1,85.0,8,8,0,1
291,0.0,33,0.0,4,0,0,5,0,0,1,5,1,0.2,5,5,0,0,39.0,1,1,0,1
292,0.0,44,0.0,0,0,0,2,0,0,1,8,8,1.0,1,17,0,7,75.87234042553192,94,79,5,0
293,0.0,44,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,1,1,64.0,2,2,1,2
294,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,3,69.0,9,7,0,0
295,0.0,86,0.0,0,0,0,1,0,0,1,15,15,1.0,1,43,0,3,63.09090909090909,22,21,1,0
296,0.0,35,0.0,0,0,0,1,0,0,1,6,6,1.0,1,22,0,0,51.0,2,2,0,0
297,16.86046511627907,172,5.232558139534884,0,29,9,10,1,0,5,22,21,0.9,8,134,0,2,36.5,4,4,1,0
298,0.0,80,0.0,1,0,0,7,0,0,0,13,12,0.8571428571428571,4,31,0,0,89.625,8,8,0,0
299,0.0,6,0.0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,31.0,4,4,3,0
300,0.0,18,0.0,1,0,0,2,0,0,1,2,1,0.5,2,4,0,0,68.14285714285714,7,7,0,0
301,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,2,0,0,80.0,4,3,0,0
302,0.0,57,0.0,4,0,0,9,0,0,2,11,7,0.5555555555555556,9,15,0,0,52.0,2,2,1,1
303,0.0,20,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,0,91.16666666666669,18,14,1,1
304,0.0,20,0.0,0,0,0,8,0,1,0,8,8,1.0,8,8,0,4,75.61111111111111,18,16,0,0
305,0.0,60,0.0,3,0,0,8,0,1,4,9,6,0.625,8,16,4,10,124.16279069767442,43,37,12,1
306,0.0,338,0.0,1,0,0,7,0,1,18,68,67,0.8571428571428571,6,132,17,6,77.525,40,34,4,0
307,0.0,91,0.0,8,0,0,12,0,1,5,16,7,0.3333333333333333,12,26,4,19,121.86792452830188,53,47,8,1
308,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,52.0,10,10,0,0
309,0.0,28,0.0,0,0,0,13,0,0,0,13,13,1.0,0,13,0,0,64.28571428571429,7,6,0,0
310,0.0,981,0.0,5,0,0,32,2,0,4,168,161,0.78125,26,542,36,30,86.14285714285714,91,76,6,0
311,0.0,357,0.0,0,0,0,22,0,0,4,57,57,1.0,5,165,0,1,73.33333333333333,6,5,0,0
312,0.0,7,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,1,73.15789473684211,19,18,1,0
313,0.0,197,0.0,18,0,0,27,1,0,16,28,9,0.2962962962962963,27,33,0,6,72.4390243902439,82,79,1,3
314,0.0,30,0.0,0,0,0,2,0,0,2,3,3,1.0,2,13,0,1,71.15384615384616,26,23,1,0
315,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,0,4,0,18,74.61538461538461,195,178,7,0
316,0.0,54,0.0,0,0,0,2,0,0,0,10,10,1.0,2,22,0,1,71.15384615384616,26,23,1,0
317,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,3,64.94594594594595,37,34,1,0
318,0.0,24,0.0,0,0,0,2,0,0,0,4,4,1.0,0,13,0,5,149.2439024390244,41,40,1,0
319,1.2195121951219512,82,1.2195121951219512,3,1,1,9,0,0,4,18,15,0.6666666666666666,1,37,0,1,44.0,1,1,0,0
320,0.0,47,0.0,1,0,0,5,0,0,3,6,5,0.8,5,13,0,7,77.63461538461539,52,46,2,0
321,0.0,20,0.0,0,0,0,3,0,0,1,4,4,1.0,3,6,0,0,25.77777777777778,18,14,0,0
322,0.0,65,0.0,0,0,0,3,0,1,1,15,15,1.0,3,21,0,5,34.714285714285715,35,22,0,0
323,0.0,15,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,121.0,8,8,0,0
324,0.0,153,0.0,4,0,0,13,0,0,3,50,45,0.6923076923076923,13,28,0,3,47.1875,16,13,0,0
325,0.0,19,0.0,0,0,0,1,0,0,0,5,5,1.0,1,11,0,6,70.88888888888889,9,8,0,0
326,0.0,29,0.0,0,0,0,3,0,0,0,3,3,1.0,3,7,0,34,162.785,200,169,28,0
327,0.0,202,0.0,11,0,0,20,0,1,12,30,19,0.45,20,52,0,0,113.36363636363636,11,9,4,0
328,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,23,49.69897959183673,196,142,1,0
329,0.0,19,0.0,0,0,0,1,0,0,0,3,3,1.0,1,9,0,1,122.05405405405403,37,36,1,0
330,0.0,104,0.0,1,0,0,6,0,0,4,15,14,0.8333333333333334,5,50,0,1,78.75,4,4,0,0
331,0.0,32,0.0,1,0,0,3,0,0,2,5,4,0.6666666666666666,3,12,0,0,114.6,5,5,0,0
332,0.0,20,0.0,0,0,0,1,0,0,3,2,2,1.0,1,6,0,0,116.28571428571428,7,7,0,0
333,0.0,69,0.0,2,0,0,6,0,0,0,18,16,0.6666666666666666,5,18,0,23,49.11009174311926,218,156,1,0
334,0.0,738,0.0,15,0,0,52,5,6,10,166,146,0.6153846153846154,50,146,0,23,49.11009174311926,218,156,1,0
335,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,2,39.42105263157895,19,11,0,0
336,0.0,41,0.0,0,0,0,2,0,0,0,7,7,1.0,2,16,0,0,104.82352941176472,17,14,3,0
337,0.0,30,0.0,3,0,0,4,0,0,1,4,1,0.25,4,5,0,1,114.0,2,2,0,0
338,0.0,83,0.0,0,0,0,2,0,0,0,16,16,1.0,2,28,0,4,102.11764705882354,153,145,5,0
339,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,4,102.11764705882354,153,145,5,0
340,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,4,102.11764705882354,153,145,5,0
341,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,1,109.6,5,5,0,0
342,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,0,117.8,5,5,0,0
343,0.0,30,0.0,0,0,0,4,0,0,0,4,4,1.0,4,23,0,1,116.5,2,2,0,0
344,0.0,80,0.0,0,0,0,3,0,0,1,18,18,1.0,0,66,0,2,110.2,5,5,0,0
345,0.0,28,0.0,0,0,0,2,0,0,1,3,3,1.0,2,12,0,4,102.11764705882354,153,145,5,0
346,0.0,27,0.0,0,0,0,3,0,0,0,4,4,1.0,2,10,0,1,98.92307692307692,13,13,0,0
347,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,0,114.26315789473684,19,14,3,0
348,0.0,108,0.0,1,0,0,5,0,0,2,21,20,0.8,4,14,0,1,112.0,17,16,1,0
349,0.0,28,0.0,0,0,0,3,0,1,0,3,3,1.0,2,7,0,4,54.76470588235294,17,16,3,0
350,0.0,48,0.0,4,0,0,5,0,1,4,5,1,0.2,5,8,0,1,86.5,2,2,0,1
351,0.0,124,0.0,6,0,0,20,2,1,1,30,18,0.6,19,20,0,4,72.65217391304348,23,23,1,0
352,0.0,47,0.0,0,0,0,7,0,0,1,8,8,1.0,7,28,0,3,49.0,7,6,0,0
353,0.0,51,0.0,0,0,0,1,0,0,4,7,7,1.0,1,15,0,8,80.3529411764706,68,59,5,0
354,0.0,33,0.0,0,0,0,1,0,2,1,12,12,1.0,1,27,0,3,70.75,4,4,0,0
355,0.0,99,0.0,0,0,0,3,0,0,6,18,18,1.0,3,26,0,1,91.14285714285714,7,7,0,0
356,0.0,26,0.0,0,0,0,0,0,7,0,0,0,0.0,0,0,0,3,60.096774193548384,31,29,1,2
357,0.0,56,0.0,0,0,0,3,0,2,3,8,8,1.0,1,28,0,0,112.33333333333331,3,3,0,0
358,0.0,38,0.0,2,0,0,3,1,0,2,5,0,0.0,2,8,0,7,110.24,25,16,7,0
359,0.0,19,0.0,0,0,0,2,0,0,1,4,4,1.0,1,5,0,2,69.36363636363636,11,10,0,0
360,0.0,135,0.0,3,0,0,10,0,0,6,21,18,0.7,0,23,0,47,53.21681415929204,226,172,13,0
361,0.0,24,0.0,3,0,0,3,0,0,2,3,0,0.0,3,5,0,0,64.66666666666667,12,9,0,1
362,0.0,103,0.0,3,0,0,8,0,0,2,15,12,0.625,7,36,2,2,44.94117647058823,17,17,1,0
363,0.0,78,0.0,1,0,0,5,0,0,8,8,7,0.8,5,26,3,5,55.775510204081634,49,42,2,0
364,0.0,164,0.0,0,0,0,7,0,0,9,26,26,1.0,0,56,9,2,45.66666666666666,27,21,0,0
365,0.0,17,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,7,0,0,27.0,1,1,0,0
366,0.0,259,0.0,9,0,0,32,7,0,3,65,45,0.5,29,88,0,0,81.0,5,5,1,2
367,0.0,16,0.0,0,0,0,6,0,0,0,6,6,1.0,0,7,0,0,242.5,2,2,0,0
368,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,0,45.0,2,2,0,0
369,0.0,15,0.0,0,0,0,1,0,0,0,4,4,1.0,1,1,0,1,44.0,3,2,0,0
370,0.0,79,0.0,0,0,0,7,0,1,0,13,13,1.0,5,31,0,6,71.5,6,6,0,1
371,0.0,242,0.0,2,0,0,23,0,0,4,47,45,0.9130434782608696,19,66,0,2,80.83333333333333,12,9,2,1
372,0.0,41,0.0,1,0,0,4,0,2,0,7,6,0.75,4,7,0,4,46.083333333333336,60,48,1,0
373,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,0,48.5,2,2,0,0
374,0.0,33,0.0,0,0,0,2,0,0,0,6,6,1.0,2,6,0,4,91.15384615384616,13,7,1,0
375,0.0,17,0.0,0,0,0,1,0,0,0,1,1,1.0,0,7,0,0,192.0,1,1,0,0
376,0.0,34,0.0,2,0,0,5,1,0,2,6,3,0.4,5,5,0,1,92.16666666666669,6,5,0,1
377,0.0,61,0.0,1,0,0,6,0,0,3,9,8,0.8333333333333334,6,21,0,9,101.6842105263158,38,34,7,0
378,0.0,51,0.0,2,0,0,4,1,0,2,7,2,0.25,3,12,0,1,77.71428571428571,7,6,0,1
379,0.0,7,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,0,85.0,1,1,0,0
380,0.0,31,0.0,0,0,0,3,0,0,0,5,5,1.0,3,7,0,1,48.4,5,5,0,0
381,0.0,48,0.0,3,0,0,7,2,0,1,7,2,0.2857142857142857,7,10,0,0,98.85714285714286,7,6,0,1
382,0.0,125,0.0,1,0,0,7,1,1,9,20,18,0.7142857142857143,7,15,0,0,53.75,8,6,0,0
383,0.0,23,0.0,0,0,0,1,0,0,0,5,5,1.0,1,22,0,0,42.625,8,7,0,0
384,0.0,59,0.0,1,0,0,3,0,1,3,6,5,0.6666666666666666,3,26,2,1,45.125,8,8,1,0
385,0.0,23,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,0,42.66666666666666,6,6,0,0
386,0.0,23,0.0,0,0,0,3,0,0,0,5,5,1.0,2,21,0,0,41.42857142857143,7,7,0,0
387,0.1342281879194631,745,0.0,31,1,0,73,10,0,5,114,73,0.4383561643835616,54,232,0,4,66.74489795918367,98,88,3,0
388,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,1,0,3,55.95,40,37,1,0
389,0.0,30,0.0,1,0,0,4,0,1,2,4,3,0.75,4,4,0,5,97.3030303030303,33,26,2,0
390,0.0,142,0.0,0,0,0,8,0,0,2,26,26,1.0,5,151,0,5,80.925,40,25,4,0
391,0.0,71,0.0,2,0,0,5,0,1,9,14,12,0.6,5,16,1,11,123.21052631578948,38,36,3,0
392,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,0,42.6875,16,15,0,0
393,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,0,47.75,4,3,0,0
394,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,4,0,0,81.0,6,5,0,0
395,0.0,80,0.0,2,0,0,7,0,0,8,11,9,0.7142857142857143,7,22,0,4,76.85714285714286,28,27,3,0
396,0.0,17,0.0,0,0,0,2,0,0,1,3,3,1.0,1,12,0,0,79.5,2,2,0,0
397,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,4,79.4047619047619,42,35,1,0
398,0.0,15,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,2,53.875,16,12,1,0
399,0.0,114,0.0,0,0,0,9,0,0,1,25,25,1.0,7,133,0,10,79.22058823529412,68,42,8,0
400,0.0,49,0.0,1,0,0,6,0,0,2,9,8,0.8333333333333334,4,16,0,0,90.25,8,8,0,0
401,0.0,41,0.0,1,0,0,4,0,2,0,5,4,0.75,4,13,0,4,73.57333333333334,75,67,3,1
402,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,13,0,1,76.5625,16,14,0,0
403,0.0,6,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,1,70.30555555555556,36,32,1,0
404,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,13,90.41333333333333,75,66,2,0
405,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,2,92.66666666666669,6,6,0,0
406,0.0,103,0.0,0,0,0,9,1,0,5,19,17,0.8888888888888888,8,31,0,4,71.78947368421052,19,17,1,0
407,0.0,25,0.0,0,0,0,1,0,0,0,3,3,1.0,1,3,0,1,40.0,5,4,0,0
408,0.0,21,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,0,0,67.71428571428571,7,5,0,0
409,0.0,6,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,54.7,10,8,2,0
410,0.0,57,0.0,3,0,0,9,0,0,2,13,10,0.6666666666666666,8,12,0,1,61.5,2,2,0,0
411,0.0,44,0.0,1,0,0,3,0,0,3,7,6,0.6666666666666666,3,10,0,0,64.16,25,20,0,0
412,0.0,25,0.0,0,0,0,3,0,0,1,3,3,1.0,2,7,0,0,39.25,4,3,0,0
413,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,78.25,4,4,0,0
414,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,0,32.5,4,4,0,0
415,0.0,19,0.0,1,0,0,1,0,3,1,1,0,0.0,1,1,0,13,64.81456953642385,151,91,5,0
416,0.0,56,0.0,4,0,0,8,2,0,2,8,2,0.25,7,8,0,4,78.1,30,27,1,1
417,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,1,90.25,8,7,0,0
418,0.0,8,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,3,26.866666666666667,15,15,0,0
419,0.0,19,0.0,0,0,0,1,0,1,2,2,2,1.0,0,1,0,4,85.2,15,12,1,0
420,0.0,34,0.0,0,0,0,2,0,0,0,6,6,1.0,2,21,0,2,93.875,16,16,0,0
421,0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,2,53.22222222222222,9,7,0,0
422,0.0,41,0.0,4,0,0,5,0,0,2,7,3,0.2,5,15,0,1,47.8,5,4,1,0
423,0.0,200,0.0,1,0,0,32,0,0,1,60,59,0.96875,31,32,0,0,40.5,2,2,0,0
424,0.0,8,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,64.4,5,5,0,0
425,0.0,124,0.0,3,0,0,11,0,0,3,24,21,0.7272727272727273,9,18,0,0,62.63636363636363,11,9,0,0
426,0.0,35,0.0,0,0,0,2,0,0,1,6,6,1.0,1,19,0,5,75.66666666666667,36,31,1,0
427,0.0,348,0.0,0,0,0,21,0,0,2,80,80,1.0,2,173,0,14,74.38613861386139,101,96,3,0
428,1.7857142857142858,56,0.0,0,1,0,4,0,0,1,9,9,1.0,0,34,0,2,70.33333333333333,9,9,0,0
429,0.0,17,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,1,48.42857142857143,7,7,0,0
430,0.0,60,0.0,0,0,0,2,0,10,1,9,9,1.0,2,25,0,2,65.66666666666667,9,9,1,0
431,0.0,57,0.0,1,0,0,10,0,0,1,10,9,0.9,10,19,0,0,33.0,2,2,0,0
432,0.0,40,0.0,2,0,0,4,0,0,2,7,5,0.5,4,12,0,0,50.0,1,1,0,1
433,0.0,18,0.0,0,0,0,1,0,0,0,5,5,1.0,0,7,0,1,41.333333333333336,3,3,0,0
434,0.0,231,0.0,3,0,0,25,0,0,3,53,50,0.88,25,122,0,0,91.14285714285714,7,6,1,0
435,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,6,0,9,99.44776119402984,67,50,3,0
436,0.0,15,0.0,0,0,0,2,0,0,0,3,3,1.0,2,7,0,0,39.0,1,1,0,0
437,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,0,72.0,1,1,0,0
438,0.0,74,0.0,1,0,0,1,0,24,0,1,0,0.0,1,1,3,7,89.76,25,20,0,2
439,0.0,31,0.0,1,0,0,2,0,0,1,5,4,0.5,2,9,0,0,61.5,2,1,0,0
440,0.0,47,0.0,1,0,0,3,1,0,4,8,6,0.3333333333333333,3,14,0,0,61.5,2,2,0,0
441,0.0,16,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,2,2,47.0,3,3,0,0
442,0.0,19,0.0,0,0,0,2,0,0,2,2,2,1.0,2,7,0,0,63.333333333333336,3,3,0,0
443,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,0,61.5,2,2,0,0
444,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,0,65.83333333333333,6,6,0,0
445,0.0,246,0.0,2,0,0,15,2,10,10,35,31,0.7333333333333333,9,63,0,0,72.88888888888889,9,6,0,1
446,0.0,9,0.0,0,0,0,1,0,0,1,1,1,1.0,1,5,0,15,48.61538461538461,26,25,2,0
447,0.0,77,0.0,4,0,0,8,0,4,5,11,7,0.5,7,15,9,4,51.57142857142857,7,6,0,1
448,0.0,191,0.0,4,0,0,13,2,0,11,31,23,0.5384615384615384,9,48,0,6,79.81818181818181,22,19,1,0
449,0.0,10,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,3,154.88888888888889,9,8,0,0
450,0.0,71,0.0,5,0,0,9,0,0,5,13,8,0.4444444444444444,5,22,0,1,52.0,1,1,0,1
451,0.0,134,0.0,0,0,0,18,0,2,1,26,26,1.0,18,145,0,4,59.18918918918919,37,27,3,0
452,0.0,20,0.0,0,0,0,0,0,3,0,0,0,0.0,0,0,2,0,63.0,1,1,0,0
453,0.0,306,0.0,0,0,0,7,0,0,13,49,49,1.0,6,137,0,6,56.84782608695652,46,40,1,0
454,0.0,51,0.0,7,0,0,7,0,0,6,7,0,0.0,7,7,0,0,36.0,1,1,0,2
455,0.0,8,0.0,0,0,0,3,0,0,0,3,3,1.0,0,3,0,0,85.18181818181819,11,7,2,0
456,0.0,60,0.0,2,0,0,11,1,0,3,11,8,0.7272727272727273,11,31,0,1,167.71428571428572,7,7,0,0
457,0.0,18,0.0,0,0,0,3,0,0,0,3,3,1.0,0,9,0,1,69.2,5,5,1,0
458,0.0,116,0.0,3,0,0,13,0,0,4,17,14,0.7692307692307693,13,19,0,0,76.0,1,1,0,0
459,0.0,4,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,7,67.55172413793103,29,28,1,0
460,0.0,52,0.0,0,0,0,9,0,0,1,11,11,1.0,9,12,0,1,59.2,5,5,0,2
461,0.0,10,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,76.66666666666667,3,3,0,0
462,1.492537313432836,67,0.0,4,1,0,10,0,1,2,10,6,0.6,10,14,0,5,139.8235294117647,34,30,1,0
463,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,68.76923076923077,26,23,2,0
464,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,53.86666666666667,15,13,1,0
465,0.0,77,0.0,0,0,0,17,0,1,0,17,17,1.0,5,47,0,2,77.56521739130434,23,22,1,0
466,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,2,0,3,49.391304347826086,23,22,1,0
467,0.0,37,0.0,0,0,0,2,0,1,1,5,5,1.0,2,13,1,1,64.8,5,2,0,0
468,0.0,19,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,5,0,0,69.5,2,2,0,0
469,0.0,57,0.0,2,0,0,3,0,0,1,13,11,0.3333333333333333,3,12,0,2,174.47826086956522,23,21,0,0
470,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,6,74.55172413793103,58,50,3,0
471,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,1,57.25,8,7,2,0
472,0.0,71,0.0,6,0,0,9,0,3,0,9,3,0.3333333333333333,9,16,0,1,40.66666666666666,6,5,1,0
473,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,1,54.125,16,15,0,0
474,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,6,0,3,39.22222222222222,9,9,0,0
475,0.0,6,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,0,62.25,4,4,0,0
